variable,FPC 1,FPC 1_sd
fpc_1_lag1,1.0,0.0
fpc_1_lag2,0.13975000000000004,0.13823937572197004
fpc_1_lag3,0.397,0.512652416360247
fpc_1_lag4,0.039000000000000035,0.004242640687119289
