bloque,modelo,RMSE_scores,R2_scores,MISE,RMSE_func,MISE_rel_PSBP
train,PSBPM-FD,0.905413526569432,0.16483949292339636,1.0397114642033307,1.019662426591924,1.0
train,VAR,0.9014958204001332,0.17206176473164755,1.0307552471302013,1.0152611718815023,0.9913858629230446
train,FAR1,0.9015006018694756,0.17205405635481516,1.0307598483493374,1.0152634379063088,0.9913902884000106
train,RF,0.7620433218152514,0.4104788440112692,0.766258931487217,0.8753621716108236,0.7369919038782128
train,GBT,0.20364630475401874,0.9573000999549008,0.08916159030579875,0.29859938095347544,0.08575609039198004
train,media,1.0016299985491164,-1.1492414415670282e-06,1.6498592696678758,1.2844684774909332,1.5868433949913836
train,persistencia,1.1605410112364434,-0.4152357608981856,1.4440109955228073,1.2016700859731873,1.3888574332776713
train,(truncamiento FPCA),,,0.038656955468648745,,0.03718046477276201
test,PSBPM-FD,1.0203040141539468,-0.024792661098261087,1.2827393391556088,1.1325808311796597,1.0
test,VAR,1.0023739463575898,0.015108207969324244,1.2368989929554899,1.1121596076802511,0.9642637090788108
test,FAR1,1.0028431035993395,0.014373226093981867,1.2397356216739739,1.113434156865135,0.9664750926638431
test,RF,1.125795128709619,-0.22458975766548642,2.0850543511249406,1.4439717279520887,1.6254700292402924
test,GBT,1.202885028099371,-0.3929059433384838,2.1881610493982264,1.479243404378815,1.7058501151439163
test,media,1.2938406173206507,-0.721013207793423,4.081730456097926,2.02032929397609,3.1820420030033647
test,persistencia,1.1535774347393724,-0.3402808209876045,1.3885801428024025,1.1783803048262487,1.0825115441742559
test,(truncamiento FPCA),,,0.04104279196807054,,0.03199620586602408
