bloque,MISE_total,MISE_forma,MISE_nivel,frac_nivel,frac_forma,sesgo_medio,sesgo_abs_medio,n
train,1.0397114642033307,0.5920725887026987,0.44763887550063197,0.43054144434545705,0.569458555654543,-0.00572728052875003,0.5370301117091494,279
test,1.2827393391556088,0.6147028473755904,0.6680364917800183,0.5207889642020085,0.4792110357979915,0.49872322587246687,0.6473184014842921,120
