modelo,MISE_test,MISE_train,salto
(truncamiento FPCA),0.040608483599792036,0.0389218431731224,1.0433340327478209
VAR,1.2425053905690269,0.9951412749959563,1.2485718578742258
FAR1,1.2454239151924473,0.9950944811275014,1.2515634834807925
PSBPM-FD,1.293067486118508,1.002922168436701,1.289299934544342
persistencia,1.3640270898933518,1.4058883754561071,0.9702243177384731
RF,2.1613254109946283,0.7409560718002364,2.9169413589437823
GBT,2.2763264169018447,0.08858270800946486,25.69718704759652
media,4.177836143408065,1.5641693703271657,2.6709614845189162
