estrato,n,cobertura,ancho_medio,desvio,energy
deriva Q1,100,0.9337162162162163,3.9611308844379947,-0.0035932737248527413,5.969299329064171
deriva Q2,99,0.9623942123942123,3.9688650192561994,0.025084722453143304,5.60528080063047
deriva Q3,100,0.9458108108108108,3.988167484038194,0.008501320869741757,5.99385086626277
deriva Q4,100,0.9075675675675676,4.184173367371776,-0.029741922373501373,6.484490138127737
