bloque,MISE,RMSE_f,MISE_truncamiento,energy,Cob95_puntual,ancho_medio,n
train,1.0397114642033307,1.0196624265919239,0.038656955468648745,5.830887633144581,0.9466188769414576,3.9618082231843164,279
test,1.2827393391556088,1.1325808311796597,0.04104279196807054,6.44057652467122,0.914,4.162562048427759,120
