M,metrica,columna,modelo,bloque,minimo,maximo,promedio
1,1. MAE  (L^1),mae_f,(truncamiento FPCA),test,0.007572131449622085,0.01619774751326786,0.01122713668197202
1,1. MAE  (L^1),mae_f,(truncamiento FPCA),train,0.003094220642106319,0.13895712107199848,0.016942477984218014
1,1. MAE  (L^1),mae_f,FAR,test,0.005222674991891085,0.02538521598436207,0.010325118805543564
1,1. MAE  (L^1),mae_f,FAR,train,0.003940927197747374,0.1086600498706699,0.017702908225160813
1,1. MAE  (L^1),mae_f,GBT,test,0.009148032691703032,0.028809438235471364,0.015998858806340492
1,1. MAE  (L^1),mae_f,GBT,train,0.003566711663854481,0.14620546345622215,0.0227186152304261
1,1. MAE  (L^1),mae_f,PSBPM-FD,test,0.010925200004330763,0.02724854328731354,0.014515768695684652
1,1. MAE  (L^1),mae_f,PSBPM-FD,train,0.00976311775712296,0.14562966364642824,0.02615680704686032
1,1. MAE  (L^1),mae_f,RF,test,0.009006682965739284,0.029383055221653864,0.0160982279139688
1,1. MAE  (L^1),mae_f,RF,train,0.003643286894950884,0.14624137737435133,0.02215551774433965
1,1. MAE  (L^1),mae_f,media,test,0.010374965487457564,0.2041279466256702,0.10270502835023024
1,1. MAE  (L^1),mae_f,media,train,0.012313555608895556,0.8235545091256702,0.21244226434029176
1,1. MAE  (L^1),mae_f,persistencia,test,0.008896777935630268,0.025113611010954717,0.013639973217801839
1,1. MAE  (L^1),mae_f,persistencia,train,0.0035575067986830704,0.14609835507470176,0.021974081480229495
1,2. RMSE (L^2),rmse_f,(truncamiento FPCA),test,0.009800178223612226,0.030146672315633047,0.01577615305454415
1,2. RMSE (L^2),rmse_f,(truncamiento FPCA),train,0.004205541135625977,0.17073078092481406,0.026024439143073005
1,2. RMSE (L^2),rmse_f,FAR,test,0.006337249447034018,0.05990609149626819,0.01681116518801978
1,2. RMSE (L^2),rmse_f,FAR,train,0.005553018177189152,0.23130303816968215,0.02991982708411625
1,2. RMSE (L^2),rmse_f,GBT,test,0.012165186412997527,0.053728050751617684,0.021948593190205878
1,2. RMSE (L^2),rmse_f,GBT,train,0.00472866065433042,0.20975930366494028,0.0346629863309257
1,2. RMSE (L^2),rmse_f,PSBPM-FD,test,0.013377008370712625,0.052540530355644245,0.020068877368520546
1,2. RMSE (L^2),rmse_f,PSBPM-FD,train,0.012847812654475654,0.2293115546275192,0.03782144657516564
1,2. RMSE (L^2),rmse_f,RF,test,0.011767900035300996,0.05416397003136878,0.02206289956513136
1,2. RMSE (L^2),rmse_f,RF,train,0.004778052323724571,0.2120010113112353,0.0343258060601065
1,2. RMSE (L^2),rmse_f,media,test,0.014082650430907291,0.20551933019288474,0.10663568925411447
1,2. RMSE (L^2),rmse_f,media,train,0.015401521207473621,0.8265237765566885,0.22070930579380033
1,2. RMSE (L^2),rmse_f,persistencia,test,0.011407014372056205,0.052848885662014046,0.019502550985007173
1,2. RMSE (L^2),rmse_f,persistencia,train,0.004782192471737195,0.23241792485789217,0.03444850056637279
1,3. E_max promedio por curva,linf_medio,(truncamiento FPCA),test,0.020740497383288443,0.06149249723355156,0.03693366602959297
1,3. E_max promedio por curva,linf_medio,(truncamiento FPCA),train,0.008561328257733402,0.31303408764970186,0.05132015420363822
1,3. E_max promedio por curva,linf_medio,FAR,test,0.013449359643366332,0.06837414766351904,0.03648489771674988
1,3. E_max promedio por curva,linf_medio,FAR,train,0.012861461747627395,0.2731950069660737,0.05436359020058533
1,3. E_max promedio por curva,linf_medio,GBT,test,0.024864175159096103,0.07148840990081126,0.045112899004506886
1,3. E_max promedio por curva,linf_medio,GBT,train,0.00980449927325162,0.3344292208021112,0.062203778595489374
1,3. E_max promedio por curva,linf_medio,PSBPM-FD,test,0.022860403122643813,0.06980307217413619,0.04311438660696345
1,3. E_max promedio por curva,linf_medio,PSBPM-FD,train,0.02318647310775866,0.341120413571315,0.06638797760267232
1,3. E_max promedio por curva,linf_medio,RF,test,0.025547032739179187,0.07505349059346282,0.045457573097445
1,3. E_max promedio por curva,linf_medio,RF,train,0.009693500503559938,0.333826707110292,0.06165336296987827
1,3. E_max promedio por curva,linf_medio,media,test,0.030274071017322834,0.25096267622465235,0.13016973858259662
1,3. E_max promedio por curva,linf_medio,media,train,0.031759676598230965,0.8969670036740476,0.2522499889128035
1,3. E_max promedio por curva,linf_medio,persistencia,test,0.023616930716104746,0.07073263007087212,0.041487302537913266
1,3. E_max promedio por curva,linf_medio,persistencia,train,0.009999460391577064,0.34079569772408397,0.06160414870326531
1,4. E_max peor de la ventana,linf_max,(truncamiento FPCA),test,0.026931760065458832,0.1922034154048946,0.11136517393345918
1,4. E_max peor de la ventana,linf_max,(truncamiento FPCA),train,0.012977331551111693,1.513932449750283,0.15954465307090396
1,4. E_max peor de la ventana,linf_max,FAR,test,0.023055637594021405,0.3471592880454898,0.12476591893524583
1,4. E_max peor de la ventana,linf_max,FAR,train,0.01784408449868624,2.018832917721759,0.1859653958961025
1,4. E_max peor de la ventana,linf_max,GBT,test,0.028249387015377492,0.3447948964120009,0.13159390728307022
1,4. E_max peor de la ventana,linf_max,GBT,train,0.014583110201514038,1.9028199473766825,0.19263533846343447
1,4. E_max peor de la ventana,linf_max,PSBPM-FD,test,0.03369203724919356,0.33912319739051966,0.128278003537515
1,4. E_max peor de la ventana,linf_max,PSBPM-FD,train,0.027455496529267043,2.0073263460749495,0.19834160098634077
1,4. E_max peor de la ventana,linf_max,RF,test,0.02904579873854729,0.3443149172987421,0.13166229034732282
