M,experiment_id,p_covariables,n_variables_diag,rhat_max,ess_min,geweke_max,n_no_converge,converge,ocupacion_media,ocupacion_max,N_trunc,toca_truncamiento,pip_sd_max,contrato_ok,pip_media_activas
1,real_nivel_v04_m01,1,2,1.2728468623059621,37.049347728841944,0.4839046057803666,1,False,7.57575,40,70,False,0.0,True,1.0
2,real_nivel_v04_m02,2,8,1.1743882335679432,48.59379279827611,5.475816962630708,2,False,11.234875,43,70,False,0.0,True,1.0
3,real_nivel_v04_m03,3,18,2.6631395010474916,11.959080253382288,3.4992454813773883,7,False,12.056666666666667,50,70,False,0.30405591591021547,True,0.9444444444444445
