M,FPC,cadena,media,max,p99,N_trunc,toca_truncamiento
1,1,1,6.734,40,17.0,70,False
1,1,2,8.4175,39,22.0,70,False
2,1,1,8.367,35,21.0,70,False
2,1,2,11.278,43,29.0,70,False
2,2,1,13.0625,41,23.00999999999999,70,False
2,2,2,12.232,32,21.0,70,False
3,1,1,11.071,50,29.0,70,False
3,1,2,6.925,29,17.0,70,False
3,2,1,14.135,33,24.0,70,False
3,2,2,12.109,29,22.0,70,False
3,3,1,13.3575,36,22.0,70,False
3,3,2,14.7425,32,26.0,70,False
