metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.619398274716375,1.3230434322421978,1.0307063888415688
1. MAE  (L^1),test,mae_f,0.6798145999517238,1.235493183206786,0.9947266327325993
2. RMSE (L^2),train,rmse_f,0.8027158472466283,1.6901995043296776,1.353437104012639
2. RMSE (L^2),test,rmse_f,0.8950378661214606,1.584084322111052,1.302796848001647
3. E_max promedio por curva,train,linf_medio,1.9043687059602343,3.573368498150018,2.8567981823695257
3. E_max promedio por curva,test,linf_medio,2.0856953206522406,3.4501746308547734,2.8979032102006808
4. E_max peor de la ventana,train,linf_max,4.013711927122198,6.32458936193642,5.393959565687884
4. E_max peor de la ventana,test,linf_max,3.702914431190826,6.194626897758086,5.289307774473506
5. MPIW,train,mpiw,4.240945737204074,4.573581923483436,4.4228850004828155
5. MPIW,test,mpiw,4.264840149309455,4.5713134940781615,4.443638716237833
6. PICP puntual,train,picp,0.8208888888888889,0.9737777777777777,0.8797731343283581
6. PICP puntual,test,picp,0.8328888888888889,0.9391111111111111,0.8763657236572366
7. PICPB curva completa,train,picp_simultaneo,0.0,0.2,0.07119402985074627
7. PICPB curva completa,test,picp_simultaneo,0.0,0.2,0.04858548585485855
8. Winkler,train,winkler,4.573577732258253,8.969998697837747,7.248189917381851
8. Winkler,test,winkler,5.231021147228474,8.777191329214228,7.3925366363001555
9. Winkler max promedio,train,winkler_max_medio,16.965766148976183,66.22867934840329,44.699910287470765
9. Winkler max promedio,test,winkler_max_medio,25.009580393239975,71.78111249497934,49.13090412884215
10. Winkler max peor ventana,train,winkler_max_glob,86.47715605880012,144.29110612173136,119.69591119050182
10. Winkler max peor ventana,test,winkler_max_glob,65.46846551170081,148.9218685336171,123.96860587740103
