M,experiment_id,objetivo_evaluacion,modo_residuo,n_lags,M_fpca,K_base,var_explicada,n_train_origenes,n_test_origenes,w_ventana,p_bic_libre,far_hs_norm,far_hs_referencia,far_radio_espectral,mise_truncamiento_test,mise_test_VAR,mise_test_FAR1,mise_test_RF,mise_test_GBT,mise_test_media,mise_test_persistencia,mise_test_PSBPM-FD
2,escenario_G_r01_m02,curva_verdadera,ninguno,1,2,4,0.985322,279,120,20,1,1.770688,0.70,0.138076,0.06222176,3.57142535,3.57484867,3.8290727,3.40489152,5.39090549,8.59266058,3.62889559
