M,puesto_PSBPM,de_n_modelos,n_que_lo_superan,MISE_PSBPM,MISE_mejor,mejor_modelo,MISE_VAR,MISE_truncamiento,piso_sobre_PSBPM,far_hs,far_hs_referencia,var_explicada
2,4,7,3,3.628895591171779,3.4048915152526384,GBT,3.57142535321164,0.062221756757997654,0.017146196465218803,1.7706884638439337,0.70,0.9853224479101577
