M,p_covariables,var_explicada,MISE,MISE_truncamiento,razon_MISE_piso,RMSE_scores,CRPS,energy,Cob_puntual,PIT_ks_max,salto_T0_w20,degradacion_rmse
2,2,0.9853224479101577,3.628895591171779,0.062221756757997654,58.32197257441369,1.1777379232659806,0.6975005243659264,10.533464501459646,0.8073333333333333,0.2440222222222222,2.079827492855756,1.276484087233744
