t,bloque,banda,I_t_puntual,I_t_simultaneo
546,train,FAR (IC del modelo AR),0.8571428571428571,0.0
547,train,FAR (IC del modelo AR),0.9183673469387755,0.0
548,train,FAR (IC del modelo AR),1.0,1.0
549,train,FAR (IC del modelo AR),0.7346938775510204,0.0
550,train,FAR (IC del modelo AR),0.9591836734693877,0.0
551,train,FAR (IC del modelo AR),0.8775510204081632,0.0
552,train,FAR (IC del modelo AR),0.5510204081632653,0.0
553,train,FAR (IC del modelo AR),0.22448979591836735,0.0
554,train,FAR (IC del modelo AR),1.0,1.0
555,train,FAR (IC del modelo AR),1.0,1.0
556,train,FAR (IC del modelo AR),1.0,1.0
557,train,FAR (IC del modelo AR),1.0,1.0
558,train,FAR (IC del modelo AR),0.42857142857142855,0.0
559,train,FAR (IC del modelo AR),0.32653061224489793,0.0
560,train,FAR (IC del modelo AR),1.0,1.0
561,train,FAR (IC del modelo AR),1.0,1.0
562,train,FAR (IC del modelo AR),1.0,1.0
563,train,FAR (IC del modelo AR),1.0,1.0
564,train,FAR (IC del modelo AR),1.0,1.0
565,train,FAR (IC del modelo AR),1.0,1.0
566,train,FAR (IC del modelo AR),0.6326530612244898,0.0
567,train,FAR (IC del modelo AR),0.46938775510204084,0.0
568,train,FAR (IC del modelo AR),0.3673469387755102,0.0
569,train,FAR (IC del modelo AR),0.5510204081632653,0.0
570,train,FAR (IC del modelo AR),0.0,0.0
571,train,FAR (IC del modelo AR),0.42857142857142855,0.0
572,train,FAR (IC del modelo AR),1.0,1.0
573,train,FAR (IC del modelo AR),1.0,1.0
574,train,FAR (IC del modelo AR),0.5306122448979592,0.0
575,train,FAR (IC del modelo AR),0.4897959183673469,0.0
576,train,FAR (IC del modelo AR),0.6326530612244898,0.0
577,train,FAR (IC del modelo AR),0.6122448979591837,0.0
578,train,FAR (IC del modelo AR),0.4897959183673469,0.0
579,train,FAR (IC del modelo AR),0.9795918367346939,0.0
580,train,FAR (IC del modelo AR),0.8775510204081632,0.0
581,train,FAR (IC del modelo AR),1.0,1.0
582,train,FAR (IC del modelo AR),1.0,1.0
583,train,FAR (IC del modelo AR),1.0,1.0
584,train,FAR (IC del modelo AR),0.32653061224489793,0.0
585,train,FAR (IC del modelo AR),1.0,1.0
586,train,FAR (IC del modelo AR),0.3877551020408163,0.0
587,train,FAR (IC del modelo AR),1.0,1.0
588,train,FAR (IC del modelo AR),1.0,1.0
589,train,FAR (IC del modelo AR),0.3877551020408163,0.0
590,train,FAR (IC del modelo AR),0.6326530612244898,0.0
591,train,FAR (IC del modelo AR),0.20408163265306123,0.0
592,train,FAR (IC del modelo AR),0.40816326530612246,0.0
593,train,FAR (IC del modelo AR),0.9183673469387755,0.0
594,train,FAR (IC del modelo AR),0.8775510204081632,0.0
595,train,FAR (IC del modelo AR),0.5918367346938775,0.0
596,train,FAR (IC del modelo AR),0.4489795918367347,0.0
597,train,FAR (IC del modelo AR),0.20408163265306123,0.0
598,train,FAR (IC del modelo AR),1.0,1.0
599,train,FAR (IC del modelo AR),1.0,1.0
600,train,FAR (IC del modelo AR),0.6122448979591837,0.0
601,train,FAR (IC del modelo AR),0.5510204081632653,0.0
602,train,FAR (IC del modelo AR),0.5714285714285714,0.0
603,train,FAR (IC del modelo AR),1.0,1.0
604,train,FAR (IC del modelo AR),0.7755102040816326,0.0
605,train,FAR (IC del modelo AR),0.6938775510204082,0.0
606,train,FAR (IC del modelo AR),1.0,1.0
607,train,FAR (IC del modelo AR),0.7346938775510204,0.0
608,train,FAR (IC del modelo AR),0.9795918367346939,0.0
609,train,FAR (IC del modelo AR),0.7551020408163265,0.0
610,train,FAR (IC del modelo AR),0.6938775510204082,0.0
611,train,FAR (IC del modelo AR),0.9795918367346939,0.0
612,train,FAR (IC del modelo AR),0.5510204081632653,0.0
613,train,FAR (IC del modelo AR),0.7755102040816326,0.0
614,train,FAR (IC del modelo AR),0.8775510204081632,0.0
615,train,FAR (IC del modelo AR),0.5306122448979592,0.0
616,train,FAR (IC del modelo AR),0.8775510204081632,0.0
617,train,FAR (IC del modelo AR),0.42857142857142855,0.0
618,train,FAR (IC del modelo AR),0.30612244897959184,0.0
619,train,FAR (IC del modelo AR),0.5714285714285714,0.0
620,train,FAR (IC del modelo AR),0.7346938775510204,0.0
621,train,FAR (IC del modelo AR),0.9591836734693877,0.0
622,train,FAR (IC del modelo AR),0.8979591836734694,0.0
623,train,FAR (IC del modelo AR),1.0,1.0
624,train,FAR (IC del modelo AR),0.6938775510204082,0.0
625,train,FAR (IC del modelo AR),0.5102040816326531,0.0
626,train,FAR (IC del modelo AR),0.5102040816326531,0.0
627,train,FAR (IC del modelo AR),0.4489795918367347,0.0
628,train,FAR (IC del modelo AR),0.7551020408163265,0.0
629,train,FAR (IC del modelo AR),0.7346938775510204,0.0
630,train,FAR (IC del modelo AR),0.6326530612244898,0.0
631,train,FAR (IC del modelo AR),0.14285714285714285,0.0
632,train,FAR (IC del modelo AR),1.0,1.0
633,train,FAR (IC del modelo AR),0.8367346938775511,0.0
634,train,FAR (IC del modelo AR),1.0,1.0
635,train,FAR (IC del modelo AR),1.0,1.0
636,train,FAR (IC del modelo AR),1.0,1.0
637,train,FAR (IC del modelo AR),1.0,1.0
638,train,FAR (IC del modelo AR),1.0,1.0
639,train,FAR (IC del modelo AR),0.9795918367346939,0.0
640,train,FAR (IC del modelo AR),1.0,1.0
641,train,FAR (IC del modelo AR),1.0,1.0
642,train,FAR (IC del modelo AR),1.0,1.0
643,train,FAR (IC del modelo AR),1.0,1.0
644,train,FAR (IC del modelo AR),1.0,1.0
645,train,FAR (IC del modelo AR),1.0,1.0
646,train,FAR (IC del modelo AR),1.0,1.0
647,train,FAR (IC del modelo AR),1.0,1.0
648,train,FAR (IC del modelo AR),1.0,1.0
649,train,FAR (IC del modelo AR),1.0,1.0
650,train,FAR (IC del modelo AR),0.9795918367346939,0.0
651,train,FAR (IC del modelo AR),1.0,1.0
652,train,FAR (IC del modelo AR),1.0,1.0
653,train,FAR (IC del modelo AR),1.0,1.0
654,train,FAR (IC del modelo AR),1.0,1.0
655,train,FAR (IC del modelo AR),0.9795918367346939,0.0
656,train,FAR (IC del modelo AR),1.0,1.0
657,train,FAR (IC del modelo AR),1.0,1.0
658,train,FAR (IC del modelo AR),0.9795918367346939,0.0
659,train,FAR (IC del modelo AR),1.0,1.0
660,train,FAR (IC del modelo AR),1.0,1.0
661,train,FAR (IC del modelo AR),1.0,1.0
662,train,FAR (IC del modelo AR),1.0,1.0
663,train,FAR (IC del modelo AR),1.0,1.0
664,train,FAR (IC del modelo AR),1.0,1.0
665,train,FAR (IC del modelo AR),1.0,1.0
666,train,FAR (IC del modelo AR),1.0,1.0
667,train,FAR (IC del modelo AR),1.0,1.0
668,train,FAR (IC del modelo AR),1.0,1.0
669,train,FAR (IC del modelo AR),1.0,1.0
670,train,FAR (IC del modelo AR),0.9795918367346939,0.0
671,train,FAR (IC del modelo AR),0.9795918367346939,0.0
672,train,FAR (IC del modelo AR),1.0,1.0
673,train,FAR (IC del modelo AR),1.0,1.0
674,train,FAR (IC del modelo AR),1.0,1.0
675,train,FAR (IC del modelo AR),1.0,1.0
676,train,FAR (IC del modelo AR),1.0,1.0
677,train,FAR (IC del modelo AR),0.9795918367346939,0.0
678,train,FAR (IC del modelo AR),1.0,1.0
679,train,FAR (IC del modelo AR),1.0,1.0
680,train,FAR (IC del modelo AR),1.0,1.0
681,train,FAR (IC del modelo AR),1.0,1.0
682,train,FAR (IC del modelo AR),1.0,1.0
683,train,FAR (IC del modelo AR),1.0,1.0
684,train,FAR (IC del modelo AR),1.0,1.0
685,train,FAR (IC del modelo AR),1.0,1.0
686,train,FAR (IC del modelo AR),1.0,1.0
687,train,FAR (IC del modelo AR),1.0,1.0
688,train,FAR (IC del modelo AR),1.0,1.0
689,train,FAR (IC del modelo AR),1.0,1.0
690,train,FAR (IC del modelo AR),1.0,1.0
691,train,FAR (IC del modelo AR),1.0,1.0
692,train,FAR (IC del modelo AR),1.0,1.0
693,train,FAR (IC del modelo AR),1.0,1.0
694,train,FAR (IC del modelo AR),1.0,1.0
695,train,FAR (IC del modelo AR),1.0,1.0
696,train,FAR (IC del modelo AR),1.0,1.0
697,train,FAR (IC del modelo AR),1.0,1.0
698,train,FAR (IC del modelo AR),0.9795918367346939,0.0
699,train,FAR (IC del modelo AR),1.0,1.0
700,train,FAR (IC del modelo AR),1.0,1.0
701,train,FAR (IC del modelo AR),1.0,1.0
702,train,FAR (IC del modelo AR),1.0,1.0
703,train,FAR (IC del modelo AR),0.9795918367346939,0.0
704,train,FAR (IC del modelo AR),1.0,1.0
705,train,FAR (IC del modelo AR),1.0,1.0
706,train,FAR (IC del modelo AR),1.0,1.0
707,train,FAR (IC del modelo AR),1.0,1.0
708,train,FAR (IC del modelo AR),1.0,1.0
709,train,FAR (IC del modelo AR),1.0,1.0
710,train,FAR (IC del modelo AR),1.0,1.0
711,train,FAR (IC del modelo AR),1.0,1.0
712,train,FAR (IC del modelo AR),1.0,1.0
713,train,FAR (IC del modelo AR),1.0,1.0
714,train,FAR (IC del modelo AR),1.0,1.0
715,train,FAR (IC del modelo AR),1.0,1.0
716,train,FAR (IC del modelo AR),1.0,1.0
717,train,FAR (IC del modelo AR),1.0,1.0
718,train,FAR (IC del modelo AR),1.0,1.0
719,train,FAR (IC del modelo AR),1.0,1.0
720,train,FAR (IC del modelo AR),1.0,1.0
721,train,FAR (IC del modelo AR),1.0,1.0
722,train,FAR (IC del modelo AR),1.0,1.0
723,train,FAR (IC del modelo AR),1.0,1.0
724,train,FAR (IC del modelo AR),1.0,1.0
725,train,FAR (IC del modelo AR),1.0,1.0
726,train,FAR (IC del modelo AR),1.0,1.0
727,train,FAR (IC del modelo AR),1.0,1.0
728,train,FAR (IC del modelo AR),1.0,1.0
729,train,FAR (IC del modelo AR),1.0,1.0
730,train,FAR (IC del modelo AR),0.9795918367346939,0.0
731,train,FAR (IC del modelo AR),1.0,1.0
732,train,FAR (IC del modelo AR),0.9795918367346939,0.0
733,train,FAR (IC del modelo AR),1.0,1.0
734,train,FAR (IC del modelo AR),1.0,1.0
735,train,FAR (IC del modelo AR),1.0,1.0
736,train,FAR (IC del modelo AR),1.0,1.0
737,train,FAR (IC del modelo AR),1.0,1.0
738,train,FAR (IC del modelo AR),1.0,1.0
739,train,FAR (IC del modelo AR),1.0,1.0
740,train,FAR (IC del modelo AR),1.0,1.0
741,train,FAR (IC del modelo AR),0.9795918367346939,0.0
742,train,FAR (IC del modelo AR),1.0,1.0
743,train,FAR (IC del modelo AR),1.0,1.0
744,train,FAR (IC del modelo AR),1.0,1.0
745,train,FAR (IC del modelo AR),1.0,1.0
746,train,FAR (IC del modelo AR),1.0,1.0
747,train,FAR (IC del modelo AR),1.0,1.0
748,train,FAR (IC del modelo AR),1.0,1.0
749,train,FAR (IC del modelo AR),1.0,1.0
750,train,FAR (IC del modelo AR),1.0,1.0
751,train,FAR (IC del modelo AR),1.0,1.0
752,train,FAR (IC del modelo AR),1.0,1.0
753,train,FAR (IC del modelo AR),1.0,1.0
754,train,FAR (IC del modelo AR),1.0,1.0
755,train,FAR (IC del modelo AR),1.0,1.0
756,train,FAR (IC del modelo AR),1.0,1.0
757,train,FAR (IC del modelo AR),1.0,1.0
758,train,FAR (IC del modelo AR),1.0,1.0
759,train,FAR (IC del modelo AR),1.0,1.0
760,train,FAR (IC del modelo AR),1.0,1.0
761,train,FAR (IC del modelo AR),1.0,1.0
762,train,FAR (IC del modelo AR),1.0,1.0
763,train,FAR (IC del modelo AR),1.0,1.0
764,train,FAR (IC del modelo AR),0.9795918367346939,0.0
765,train,FAR (IC del modelo AR),1.0,1.0
766,train,FAR (IC del modelo AR),0.9591836734693877,0.0
767,train,FAR (IC del modelo AR),1.0,1.0
768,train,FAR (IC del modelo AR),1.0,1.0
769,train,FAR (IC del modelo AR),1.0,1.0
770,train,FAR (IC del modelo AR),1.0,1.0
771,train,FAR (IC del modelo AR),1.0,1.0
772,train,FAR (IC del modelo AR),1.0,1.0
773,train,FAR (IC del modelo AR),1.0,1.0
774,train,FAR (IC del modelo AR),1.0,1.0
775,train,FAR (IC del modelo AR),1.0,1.0
776,train,FAR (IC del modelo AR),1.0,1.0
777,train,FAR (IC del modelo AR),1.0,1.0
778,train,FAR (IC del modelo AR),1.0,1.0
779,train,FAR (IC del modelo AR),1.0,1.0
780,train,FAR (IC del modelo AR),0.8367346938775511,0.0
781,train,FAR (IC del modelo AR),0.8979591836734694,0.0
782,train,FAR (IC del modelo AR),0.7959183673469388,0.0
783,train,FAR (IC del modelo AR),0.9795918367346939,0.0
784,train,FAR (IC del modelo AR),1.0,1.0
785,train,FAR (IC del modelo AR),0.9591836734693877,0.0
786,train,FAR (IC del modelo AR),1.0,1.0
787,train,FAR (IC del modelo AR),1.0,1.0
788,train,FAR (IC del modelo AR),1.0,1.0
789,train,FAR (IC del modelo AR),0.9795918367346939,0.0
790,train,FAR (IC del modelo AR),1.0,1.0
791,train,FAR (IC del modelo AR),1.0,1.0
792,train,FAR (IC del modelo AR),1.0,1.0
793,train,FAR (IC del modelo AR),1.0,1.0
794,train,FAR (IC del modelo AR),1.0,1.0
795,train,FAR (IC del modelo AR),1.0,1.0
796,train,FAR (IC del modelo AR),1.0,1.0
797,train,FAR (IC del modelo AR),1.0,1.0
798,train,FAR (IC del modelo AR),1.0,1.0
799,train,FAR (IC del modelo AR),1.0,1.0
800,train,FAR (IC del modelo AR),0.9387755102040817,0.0
801,train,FAR (IC del modelo AR),1.0,1.0
802,train,FAR (IC del modelo AR),1.0,1.0
803,train,FAR (IC del modelo AR),1.0,1.0
804,train,FAR (IC del modelo AR),0.42857142857142855,0.0
805,train,FAR (IC del modelo AR),0.8979591836734694,0.0
806,train,FAR (IC del modelo AR),1.0,1.0
807,train,FAR (IC del modelo AR),1.0,1.0
808,train,FAR (IC del modelo AR),1.0,1.0
809,train,FAR (IC del modelo AR),1.0,1.0
810,train,FAR (IC del modelo AR),1.0,1.0
811,train,FAR (IC del modelo AR),1.0,1.0
812,train,FAR (IC del modelo AR),1.0,1.0
813,train,FAR (IC del modelo AR),1.0,1.0
814,train,FAR (IC del modelo AR),1.0,1.0
815,train,FAR (IC del modelo AR),1.0,1.0
816,train,FAR (IC del modelo AR),1.0,1.0
817,train,FAR (IC del modelo AR),1.0,1.0
818,train,FAR (IC del modelo AR),1.0,1.0
819,train,FAR (IC del modelo AR),1.0,1.0
820,train,FAR (IC del modelo AR),1.0,1.0
821,train,FAR (IC del modelo AR),1.0,1.0
822,train,FAR (IC del modelo AR),1.0,1.0
823,train,FAR (IC del modelo AR),1.0,1.0
824,train,FAR (IC del modelo AR),1.0,1.0
825,train,FAR (IC del modelo AR),1.0,1.0
826,train,FAR (IC del modelo AR),1.0,1.0
827,train,FAR (IC del modelo AR),1.0,1.0
828,train,FAR (IC del modelo AR),1.0,1.0
829,train,FAR (IC del modelo AR),1.0,1.0
830,train,FAR (IC del modelo AR),1.0,1.0
831,train,FAR (IC del modelo AR),1.0,1.0
832,train,FAR (IC del modelo AR),1.0,1.0
833,train,FAR (IC del modelo AR),0.9591836734693877,0.0
834,train,FAR (IC del modelo AR),0.9591836734693877,0.0
835,train,FAR (IC del modelo AR),0.9795918367346939,0.0
836,train,FAR (IC del modelo AR),1.0,1.0
837,train,FAR (IC del modelo AR),1.0,1.0
838,train,FAR (IC del modelo AR),1.0,1.0
839,train,FAR (IC del modelo AR),1.0,1.0
840,train,FAR (IC del modelo AR),1.0,1.0
841,train,FAR (IC del modelo AR),1.0,1.0
842,train,FAR (IC del modelo AR),1.0,1.0
843,train,FAR (IC del modelo AR),1.0,1.0
844,train,FAR (IC del modelo AR),1.0,1.0
845,train,FAR (IC del modelo AR),1.0,1.0
846,train,FAR (IC del modelo AR),1.0,1.0
847,train,FAR (IC del modelo AR),1.0,1.0
848,train,FAR (IC del modelo AR),1.0,1.0
849,train,FAR (IC del modelo AR),1.0,1.0
850,train,FAR (IC del modelo AR),1.0,1.0
851,train,FAR (IC del modelo AR),0.9795918367346939,0.0
852,train,FAR (IC del modelo AR),1.0,1.0
853,train,FAR (IC del modelo AR),1.0,1.0
854,train,FAR (IC del modelo AR),0.8979591836734694,0.0
855,train,FAR (IC del modelo AR),1.0,1.0
856,train,FAR (IC del modelo AR),1.0,1.0
857,train,FAR (IC del modelo AR),0.9795918367346939,0.0
858,train,FAR (IC del modelo AR),1.0,1.0
859,train,FAR (IC del modelo AR),1.0,1.0
860,train,FAR (IC del modelo AR),1.0,1.0
861,train,FAR (IC del modelo AR),1.0,1.0
862,train,FAR (IC del modelo AR),1.0,1.0
863,train,FAR (IC del modelo AR),1.0,1.0
864,train,FAR (IC del modelo AR),1.0,1.0
865,train,FAR (IC del modelo AR),1.0,1.0
866,train,FAR (IC del modelo AR),1.0,1.0
867,train,FAR (IC del modelo AR),1.0,1.0
868,train,FAR (IC del modelo AR),1.0,1.0
869,train,FAR (IC del modelo AR),1.0,1.0
870,train,FAR (IC del modelo AR),1.0,1.0
871,train,FAR (IC del modelo AR),1.0,1.0
872,train,FAR (IC del modelo AR),1.0,1.0
873,train,FAR (IC del modelo AR),1.0,1.0
874,train,FAR (IC del modelo AR),1.0,1.0
875,train,FAR (IC del modelo AR),1.0,1.0
876,train,FAR (IC del modelo AR),1.0,1.0
877,train,FAR (IC del modelo AR),1.0,1.0
878,train,FAR (IC del modelo AR),1.0,1.0
879,train,FAR (IC del modelo AR),1.0,1.0
880,train,FAR (IC del modelo AR),1.0,1.0
881,train,FAR (IC del modelo AR),0.9795918367346939,0.0
882,train,FAR (IC del modelo AR),1.0,1.0
883,train,FAR (IC del modelo AR),1.0,1.0
884,train,FAR (IC del modelo AR),1.0,1.0
885,train,FAR (IC del modelo AR),1.0,1.0
886,train,FAR (IC del modelo AR),1.0,1.0
887,train,FAR (IC del modelo AR),1.0,1.0
888,train,FAR (IC del modelo AR),1.0,1.0
889,train,FAR (IC del modelo AR),1.0,1.0
890,train,FAR (IC del modelo AR),1.0,1.0
891,train,FAR (IC del modelo AR),1.0,1.0
892,train,FAR (IC del modelo AR),1.0,1.0
893,train,FAR (IC del modelo AR),1.0,1.0
894,train,FAR (IC del modelo AR),1.0,1.0
895,train,FAR (IC del modelo AR),0.9795918367346939,0.0
896,train,FAR (IC del modelo AR),1.0,1.0
897,train,FAR (IC del modelo AR),1.0,1.0
898,train,FAR (IC del modelo AR),1.0,1.0
899,train,FAR (IC del modelo AR),1.0,1.0
900,train,FAR (IC del modelo AR),1.0,1.0
901,train,FAR (IC del modelo AR),1.0,1.0
902,train,FAR (IC del modelo AR),1.0,1.0
903,train,FAR (IC del modelo AR),1.0,1.0
904,train,FAR (IC del modelo AR),1.0,1.0
905,train,FAR (IC del modelo AR),1.0,1.0
906,train,FAR (IC del modelo AR),1.0,1.0
907,train,FAR (IC del modelo AR),1.0,1.0
908,train,FAR (IC del modelo AR),1.0,1.0
909,train,FAR (IC del modelo AR),1.0,1.0
910,train,FAR (IC del modelo AR),1.0,1.0
911,train,FAR (IC del modelo AR),1.0,1.0
912,train,FAR (IC del modelo AR),1.0,1.0
913,train,FAR (IC del modelo AR),1.0,1.0
914,train,FAR (IC del modelo AR),1.0,1.0
915,train,FAR (IC del modelo AR),1.0,1.0
916,train,FAR (IC del modelo AR),0.8163265306122449,0.0
917,train,FAR (IC del modelo AR),0.8367346938775511,0.0
918,train,FAR (IC del modelo AR),0.7551020408163265,0.0
919,train,FAR (IC del modelo AR),1.0,1.0
920,train,FAR (IC del modelo AR),0.8571428571428571,0.0
921,train,FAR (IC del modelo AR),0.8367346938775511,0.0
922,train,FAR (IC del modelo AR),0.6122448979591837,0.0
923,train,FAR (IC del modelo AR),1.0,1.0
924,train,FAR (IC del modelo AR),1.0,1.0
925,train,FAR (IC del modelo AR),1.0,1.0
926,train,FAR (IC del modelo AR),1.0,1.0
927,train,FAR (IC del modelo AR),0.9795918367346939,0.0
928,train,FAR (IC del modelo AR),1.0,1.0
929,train,FAR (IC del modelo AR),1.0,1.0
930,train,FAR (IC del modelo AR),1.0,1.0
931,train,FAR (IC del modelo AR),1.0,1.0
932,train,FAR (IC del modelo AR),0.9795918367346939,0.0
933,train,FAR (IC del modelo AR),1.0,1.0
934,train,FAR (IC del modelo AR),1.0,1.0
935,train,FAR (IC del modelo AR),1.0,1.0
936,train,FAR (IC del modelo AR),1.0,1.0
937,train,FAR (IC del modelo AR),1.0,1.0
938,train,FAR (IC del modelo AR),1.0,1.0
939,train,FAR (IC del modelo AR),1.0,1.0
940,train,FAR (IC del modelo AR),1.0,1.0
941,train,FAR (IC del modelo AR),1.0,1.0
942,train,FAR (IC del modelo AR),1.0,1.0
943,train,FAR (IC del modelo AR),1.0,1.0
944,train,FAR (IC del modelo AR),1.0,1.0
945,train,FAR (IC del modelo AR),1.0,1.0
946,train,FAR (IC del modelo AR),1.0,1.0
947,train,FAR (IC del modelo AR),1.0,1.0
948,train,FAR (IC del modelo AR),1.0,1.0
949,train,FAR (IC del modelo AR),1.0,1.0
950,train,FAR (IC del modelo AR),1.0,1.0
951,train,FAR (IC del modelo AR),1.0,1.0
952,train,FAR (IC del modelo AR),1.0,1.0
953,train,FAR (IC del modelo AR),1.0,1.0
954,train,FAR (IC del modelo AR),1.0,1.0
955,train,FAR (IC del modelo AR),1.0,1.0
956,train,FAR (IC del modelo AR),1.0,1.0
957,train,FAR (IC del modelo AR),1.0,1.0
958,train,FAR (IC del modelo AR),1.0,1.0
959,train,FAR (IC del modelo AR),1.0,1.0
960,train,FAR (IC del modelo AR),1.0,1.0
961,train,FAR (IC del modelo AR),1.0,1.0
962,train,FAR (IC del modelo AR),1.0,1.0
963,train,FAR (IC del modelo AR),1.0,1.0
964,train,FAR (IC del modelo AR),1.0,1.0
965,train,FAR (IC del modelo AR),1.0,1.0
966,train,FAR (IC del modelo AR),1.0,1.0
967,train,FAR (IC del modelo AR),1.0,1.0
968,train,FAR (IC del modelo AR),1.0,1.0
969,train,FAR (IC del modelo AR),1.0,1.0
970,train,FAR (IC del modelo AR),1.0,1.0
971,train,FAR (IC del modelo AR),1.0,1.0
972,train,FAR (IC del modelo AR),1.0,1.0
973,train,FAR (IC del modelo AR),1.0,1.0
974,train,FAR (IC del modelo AR),1.0,1.0
975,train,FAR (IC del modelo AR),1.0,1.0
976,train,FAR (IC del modelo AR),1.0,1.0
977,train,FAR (IC del modelo AR),1.0,1.0
978,train,FAR (IC del modelo AR),1.0,1.0
979,train,FAR (IC del modelo AR),1.0,1.0
980,train,FAR (IC del modelo AR),1.0,1.0
981,train,FAR (IC del modelo AR),1.0,1.0
982,train,FAR (IC del modelo AR),1.0,1.0
983,train,FAR (IC del modelo AR),1.0,1.0
984,train,FAR (IC del modelo AR),1.0,1.0
985,train,FAR (IC del modelo AR),1.0,1.0
986,train,FAR (IC del modelo AR),1.0,1.0
987,train,FAR (IC del modelo AR),1.0,1.0
988,train,FAR (IC del modelo AR),1.0,1.0
989,train,FAR (IC del modelo AR),1.0,1.0
990,train,FAR (IC del modelo AR),1.0,1.0
991,train,FAR (IC del modelo AR),1.0,1.0
992,train,FAR (IC del modelo AR),1.0,1.0
993,train,FAR (IC del modelo AR),1.0,1.0
994,train,FAR (IC del modelo AR),0.9795918367346939,0.0
995,train,FAR (IC del modelo AR),1.0,1.0
996,train,FAR (IC del modelo AR),0.9795918367346939,0.0
997,train,FAR (IC del modelo AR),1.0,1.0
998,train,FAR (IC del modelo AR),1.0,1.0
999,train,FAR (IC del modelo AR),1.0,1.0
1000,train,FAR (IC del modelo AR),1.0,1.0
1001,train,FAR (IC del modelo AR),1.0,1.0
1002,train,FAR (IC del modelo AR),1.0,1.0
1003,train,FAR (IC del modelo AR),1.0,1.0
1004,train,FAR (IC del modelo AR),1.0,1.0
1005,train,FAR (IC del modelo AR),1.0,1.0
1006,train,FAR (IC del modelo AR),1.0,1.0
1007,train,FAR (IC del modelo AR),0.9795918367346939,0.0
1008,train,FAR (IC del modelo AR),1.0,1.0
1009,train,FAR (IC del modelo AR),1.0,1.0
1010,train,FAR (IC del modelo AR),1.0,1.0
1011,train,FAR (IC del modelo AR),1.0,1.0
1012,train,FAR (IC del modelo AR),1.0,1.0
1013,train,FAR (IC del modelo AR),0.9795918367346939,0.0
1014,train,FAR (IC del modelo AR),1.0,1.0
1015,train,FAR (IC del modelo AR),0.9795918367346939,0.0
1016,train,FAR (IC del modelo AR),1.0,1.0
1017,train,FAR (IC del modelo AR),1.0,1.0
1018,train,FAR (IC del modelo AR),1.0,1.0
1019,train,FAR (IC del modelo AR),1.0,1.0
1020,train,FAR (IC del modelo AR),1.0,1.0
1021,train,FAR (IC del modelo AR),0.9795918367346939,0.0
1022,train,FAR (IC del modelo AR),1.0,1.0
1023,train,FAR (IC del modelo AR),1.0,1.0
1024,train,FAR (IC del modelo AR),1.0,1.0
1025,train,FAR (IC del modelo AR),1.0,1.0
1026,train,FAR (IC del modelo AR),1.0,1.0
1027,train,FAR (IC del modelo AR),1.0,1.0
1028,train,FAR (IC del modelo AR),0.9795918367346939,0.0
1029,train,FAR (IC del modelo AR),1.0,1.0
1030,train,FAR (IC del modelo AR),0.9795918367346939,0.0
1031,train,FAR (IC del modelo AR),1.0,1.0
1032,train,FAR (IC del modelo AR),0.9795918367346939,0.0
1033,train,FAR (IC del modelo AR),1.0,1.0
1034,train,FAR (IC del modelo AR),1.0,1.0
1035,train,FAR (IC del modelo AR),1.0,1.0
1036,train,FAR (IC del modelo AR),1.0,1.0
1037,train,FAR (IC del modelo AR),1.0,1.0
1038,train,FAR (IC del modelo AR),1.0,1.0
1039,train,FAR (IC del modelo AR),1.0,1.0
1040,train,FAR (IC del modelo AR),1.0,1.0
1041,train,FAR (IC del modelo AR),1.0,1.0
1042,train,FAR (IC del modelo AR),1.0,1.0
1043,train,FAR (IC del modelo AR),0.9591836734693877,0.0
1044,train,FAR (IC del modelo AR),1.0,1.0
1045,train,FAR (IC del modelo AR),1.0,1.0
1046,train,FAR (IC del modelo AR),1.0,1.0
1047,train,FAR (IC del modelo AR),1.0,1.0
1048,train,FAR (IC del modelo AR),1.0,1.0
1049,train,FAR (IC del modelo AR),1.0,1.0
1050,train,FAR (IC del modelo AR),1.0,1.0
1051,train,FAR (IC del modelo AR),1.0,1.0
1052,train,FAR (IC del modelo AR),1.0,1.0
1053,train,FAR (IC del modelo AR),1.0,1.0
1054,train,FAR (IC del modelo AR),1.0,1.0
1055,train,FAR (IC del modelo AR),0.9795918367346939,0.0
1056,train,FAR (IC del modelo AR),0.9387755102040817,0.0
1057,train,FAR (IC del modelo AR),1.0,1.0
1058,test,FAR (IC del modelo AR),1.0,1.0
1059,test,FAR (IC del modelo AR),1.0,1.0
1060,test,FAR (IC del modelo AR),1.0,1.0
1061,test,FAR (IC del modelo AR),1.0,1.0
1062,test,FAR (IC del modelo AR),1.0,1.0
1063,test,FAR (IC del modelo AR),1.0,1.0
1064,test,FAR (IC del modelo AR),1.0,1.0
1065,test,FAR (IC del modelo AR),1.0,1.0
1066,test,FAR (IC del modelo AR),1.0,1.0
1067,test,FAR (IC del modelo AR),1.0,1.0
1068,test,FAR (IC del modelo AR),1.0,1.0
1069,test,FAR (IC del modelo AR),1.0,1.0
1070,test,FAR (IC del modelo AR),1.0,1.0
1071,test,FAR (IC del modelo AR),1.0,1.0
1072,test,FAR (IC del modelo AR),1.0,1.0
1073,test,FAR (IC del modelo AR),0.9795918367346939,0.0
1074,test,FAR (IC del modelo AR),1.0,1.0
1075,test,FAR (IC del modelo AR),0.9795918367346939,0.0
1076,test,FAR (IC del modelo AR),1.0,1.0
1077,test,FAR (IC del modelo AR),1.0,1.0
