bloque,objetivo,banda,winkler,picp,ee_picp,ace,mpiw,picp_simultaneo
test,curva_suavizada,FAR (IC del modelo AR),3.0356225992657717,0.9231555555555555,0.0017756297887725379,-0.02684444444444445,2.216799253304728,0.72
test,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.0250253716770605,0.9234666666666667,0.0017723303206321611,-0.026533333333333298,2.2182123312700797,0.73
test,curva_suavizada,PSBPM-FD (predictiva bayesiana),2.590544899237681,0.9236888888888889,0.001769968303948454,-0.026311111111111063,2.0288275776232596,0.6366666666666667
test,representacion_fpca,FAR (IC del modelo AR),2.9572697360818823,0.9321333333333334,0.001676779747309602,-0.017866666666666586,2.216799253304728,0.8
test,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.9397330247676026,0.9305777777777777,0.0016944717601522202,-0.01942222222222223,2.2182123312700797,0.7966666666666666
test,representacion_fpca,PSBPM-FD (predictiva bayesiana),2.4917051749622448,0.9353333333333333,0.001639578386034232,-0.014666666666666606,2.0288275776232596,0.7733333333333333
train,curva_suavizada,FAR (IC del modelo AR),2.63818698750339,0.9481609195402299,0.0009703634247976237,-0.0018390804597701038,2.216799253304728,0.7816091954022989
train,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.638851388334927,0.9464942528735633,0.0009849721600873288,-0.003505747126436698,2.2182123312700797,0.7801724137931034
train,curva_suavizada,PSBPM-FD (predictiva bayesiana),2.3285309101498814,0.9431800766283525,0.0010132401242643836,-0.006819923371647496,1.979858869976075,0.7083333333333334
train,representacion_fpca,FAR (IC del modelo AR),2.5713407585297623,0.9557854406130268,0.0008997619110915564,0.005785440613026882,2.216799253304728,0.8491379310344828
train,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.5725800328282276,0.9539463601532567,0.0009173999376842259,0.003946360153256778,2.2182123312700797,0.8462643678160919
train,representacion_fpca,PSBPM-FD (predictiva bayesiana),2.2401235844234924,0.9542911877394636,0.0009141241305736747,0.004291187739463687,1.979858869976075,0.8247126436781609
