bloque,objetivo,banda,winkler,picp,ee_picp,ace,mpiw,picp_simultaneo
test,curva_suavizada,FAR (IC del modelo AR),5.788099578268472,0.9399555555555555,0.0015837944470416955,-0.010044444444444411,4.385979061365842,0.5166666666666667
test,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",6.130966907589193,0.9410666666666667,0.001569999229377808,-0.008933333333333238,4.852652513586674,0.59
test,curva_suavizada,PSBPM-FD (predictiva bayesiana),6.161870494567197,0.9026222222222222,0.0019764766201258183,-0.04737777777777774,4.324276742537816,0.2633333333333333
test,representacion_fpca,FAR (IC del modelo AR),5.000094078542545,0.9690666666666666,0.0011542474647477225,0.019066666666666676,4.385979061365842,0.9
test,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",5.310750171907965,0.9647555555555556,0.0012293136943522934,0.014755555555555633,4.852652513586674,0.89
test,representacion_fpca,PSBPM-FD (predictiva bayesiana),4.537118969490889,0.9758222222222223,0.0010240054869537487,0.025822222222222302,4.324276742537816,0.8933333333333333
train,curva_suavizada,FAR (IC del modelo AR),6.205752483509644,0.9337356321839081,0.0010887213613076305,-0.016264367816091863,4.385979061365842,0.5761494252873564
train,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",6.40363213555937,0.9308620689655173,0.0011103645937996522,-0.01913793103448269,4.8526525135866745,0.6077586206896551
train,curva_suavizada,PSBPM-FD (predictiva bayesiana),6.039745004482364,0.9069731800766283,0.0012713527255806343,-0.04302681992337165,4.311792540404183,0.28304597701149425
train,representacion_fpca,FAR (IC del modelo AR),5.283920864533986,0.9541570881226054,0.0009153997442232889,0.004157088122605401,4.385979061365842,0.8793103448275862
train,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",5.4500349010727716,0.9547318007662835,0.000909917572072621,0.004731800766283545,4.8526525135866745,0.8577586206896551
train,representacion_fpca,PSBPM-FD (predictiva bayesiana),4.645985414801954,0.9728735632183908,0.0007110322916122549,0.022873563218390847,4.311792540404183,0.8979885057471264
