bloque,FPC,RMSE,R2,sd_ratio,CRPS,Cob95,Ancho,PIT_ks,PIT_forma,n
train,FPC 1,0.15176480016982238,0.9768514782544434,0.9657308755023513,0.06897311047541602,0.9605734767025089,0.6571508093102832,0.12368387096774192,aproximadamente uniforme,279
train,FPC 2,0.9258481942998003,0.14332209830108,0.2786965185479302,0.3652672801292332,0.967741935483871,3.457468114483529,0.042734050179211475,aproximadamente uniforme,279
train,FPC 3,0.9305429492693408,0.13500138577684284,0.35191630216810554,0.2926583272094064,0.96415770609319,2.33953949234926,0.04631612903225807,aproximadamente uniforme,279
test,FPC 1,0.13194257081848138,0.9798972052189187,1.0310247909792474,0.07494497904823393,0.9833333333333333,0.7846563823374645,0.1356222222222222,aproximadamente uniforme,120
test,FPC 2,0.836659706150842,0.14061720646172104,0.24574046347112938,0.3777323588881684,0.9833333333333333,4.170613288854562,0.13146666666666673,aproximadamente uniforme,120
test,FPC 3,0.39697942657674423,0.634908889909324,0.5984080713382119,0.20444089901924603,0.9833333333333333,2.376060970524949,0.13986666666666667,aproximadamente uniforme,120
