bloque,modelo,RMSE_scores,R2_scores,sd_ratio,MISE,RMSE_func,n
test,(truncamiento FPCA),,,,9.97489464020303e-05,0.009987439431707724,120
test,FAR1,0.4560082501573485,0.5939899772573789,0.7267453721512139,0.0003886355038741641,0.019713840414139608,120
test,GBT,0.5814681257140527,0.40500996308515186,0.9218409816863263,0.0009966875488931085,0.0315703587070706,120
test,RF,0.6333384317735784,0.4294484399545786,0.6027990602138295,0.004908951364223731,0.07006390914175237,120
test,VAR,0.4560700180887693,0.5939984322526638,0.726785034124442,0.0003892347454511655,0.01972903305920403,120
test,media,1.1439700686743823,-0.932902794695293,0.0,0.025383079271179488,0.15932068061359608,120
test,persistencia,0.5418540222517493,0.4259937240620504,1.0098288226842829,0.0005100128217984711,0.02258346345887785,120
train,(truncamiento FPCA),,,,0.00011513630938142382,0.010730158870278847,279
train,FAR1,0.6418447861529316,0.46474822399635646,0.6316751492412684,0.00045858551919162677,0.021414609947221237,279
train,GBT,0.26987929559448537,0.9120757555489621,0.8501414064838532,0.00022051103975147314,0.014849614128032861,279
train,RF,0.6194181394691275,0.5568539987595283,0.5638280560425558,0.0008851330557335808,0.02975118578701664,279
train,VAR,0.6417627069105096,0.4647729557724117,0.6317180667545609,0.00045798273143987314,0.02140053110181785,279
train,media,0.9994485645714245,-1.6837969865364972e-05,0.0,0.008760241513096057,0.09359616185023859,279
train,persistencia,0.8606393114302674,0.009507791904843188,0.9901800456387546,0.0006547928174324932,0.025588919817618194,279
