bloque,MISE,RMSE_f,MISE_truncamiento,energy,Cob95_puntual,ancho_medio,n
train,0.0004905149256588431,0.022147571552177975,0.00011513630938142382,0.0850614264574169,0.9757150171896716,0.09863848016746775,279
test,0.00037558793410775266,0.019380091179036094,9.97489464020303e-05,0.08533560891392941,0.9914965986394558,0.11806564549223678,120
