bloque,modelo,FPC1,FPC2,FPC3
test,FAR1,0.149404189765511,0.7835755012961056,0.43504505941042887
test,GBT,0.2998223802734428,0.9010296861591387,0.5435523107095769
test,RF,0.7462082883204987,0.7436801068533758,0.41012690014686054
test,VAR,0.14964971984224829,0.7834532251525509,0.43510710927150853
test,media,1.720930729293266,1.026811131404252,0.6841683453256288
test,persistencia,0.1763114781204875,0.9615577147414888,0.4876928738932718
train,FAR1,0.14538055417308063,0.8638705551936777,0.9162832490920366
train,GBT,0.09601273199148383,0.36337842245789914,0.3502467323340731
train,RF,0.2747284798479607,0.7710441931457468,0.8124817454136749
train,VAR,0.14513589280593944,0.8638693387198494,0.91628288920574
train,media,0.9975073891975932,1.0003070093638167,1.0005312951528638
train,persistencia,0.17275472609558643,1.0595937059317566,1.3495695022634593
