bloque,modelo,RMSE_scores,R2_scores,MISE,RMSE_func,MISE_rel_PSBP
train,PSBPM-FD,0.6693853145796544,0.41839165411078877,0.0004905149256588,0.0221475715521779,1.0
train,VAR,0.6417627069105096,0.4647729557724117,0.00045798273143987314,0.02140053110181785,0.933677463177632
train,FAR1,0.6418447861529316,0.46474822399635646,0.00045858551919162677,0.021414609947221237,0.9349063508632495
train,RF,0.6194181394691275,0.5568539987595283,0.0008851330557335808,0.02975118578701664,1.8044977011551233
train,GBT,0.26987929559448537,0.9120757555489621,0.00022051103975147314,0.014849614128032861,0.4495501119671527
train,media,0.9994485645714245,-1.6837969865364972e-05,0.008760241513096057,0.09359616185023859,17.85927615011993
train,persistencia,0.8606393114302674,0.009507791904843188,0.0006547928174324932,0.025588919817618194,1.334909058176069
train,(truncamiento FPCA),,,0.00011513630938142382,,0.2347253943940375
test,PSBPM-FD,0.45519390118202246,0.5851411005299879,0.0003755879341077,0.019380091179036,1.0
test,VAR,0.4560700180887693,0.5939984322526638,0.0003892347454511655,0.01972903305920403,1.0363345307561245
test,FAR1,0.4560082501573485,0.5939899772573789,0.0003886355038741641,0.019713840414139608,1.0347390546436528
test,RF,0.6333384317735784,0.4294484399545786,0.004908951364223731,0.07006390914175237,13.070045436592984
test,GBT,0.5814681257140527,0.40500996308515186,0.0009966875488931085,0.0315703587070706,2.653672970781079
test,media,1.1439700686743823,-0.932902794695293,0.025383079271179488,0.15932068061359608,67.58225429015214
test,persistencia,0.5418540222517493,0.4259937240620504,0.0005100128217984711,0.02258346345887785,1.35790523465598
test,(truncamiento FPCA),,,9.97489464020303e-05,,0.26558080636697784
