fpc,carga_e,carga_e2,var_ratio,retenida
1,-0.00534955764652567,2.8617767013501267e-05,0.8810189575119843,1
2,-0.8498462314896787,0.7222386171772086,0.10195602809720995,1
3,0.023379296604145203,0.0005465915097045954,0.015208654516395954,1
