bloque,M,p_covariables,var_explicada,RMSE_scores,R2_scores,CRPS,Cob_scores,Ancho_scores,PIT_ks_max,MISE,MISE_truncamiento,razon_MISE_piso,RMSE_f,energy,Cob_puntual,ancho_funcional
test,1,1,0.9173321731547779,1.1152148233329837,-0.04918739590684096,0.5797443076404725,0.925,3.384233777100841,0.0884666666666667,3.230493609483242,0.26954010399078165,11.985205769579009,1.797357396146699,8.87144852228215,0.9092222222222223,5.165560194980227
test,2,2,0.9893762323212615,1.0648745187032722,0.06400043258148164,0.5733670620227443,0.925,3.670550050797562,0.07917777777777779,2.7831148843852476,0.03699383717163554,75.23185203721333,1.6682670302997802,7.984668692355201,0.9404444444444444,5.519672308097772
train,1,1,0.9173321731547779,0.9946193491974858,0.008921295949729124,0.5253957227766308,0.956989247311828,3.2627964195384775,0.03526666666666667,2.5675608753997556,0.2154160351771933,11.919079623240558,1.6023610315405687,7.992281152901159,0.9191875746714456,4.961123765356335
train,2,2,0.9893762323212615,0.9597425356070377,0.07706432023477666,0.5214202090961763,0.9659498207885304,3.601775827117291,0.03219068100358424,2.216681691662666,0.02902472564207711,76.37218415078299,1.488852474781389,7.2566421351324015,0.9520669056152927,5.324258695647854
