M,puesto_PSBPM,de_n_modelos,n_que_lo_superan,MISE_PSBPM,MISE_mejor,mejor_modelo,MISE_VAR,MISE_truncamiento,piso_sobre_PSBPM,far_hs,far_hs_referencia,var_explicada
1,4,7,3,3.230493609483242,3.1738340593692844,FAR1,3.1780866686379046,0.26954010399078165,0.0834361978613844,0.020199052535924116,0.70,0.9173321731547779
2,2,7,1,2.783114884385248,2.649813832385367,RF,3.1660613570257814,0.03699383717163554,0.013292242220826242,0.20404467040000338,0.70,0.9893762323212615
