fpc_3,fpc_1_lag1,fpc_2_lag1,fpc_3_lag1,fpc_4_lag1,fpc_5_lag1,fpc_6_lag1,fpc_1_lag2,fpc_2_lag2,fpc_3_lag2,fpc_4_lag2,fpc_5_lag2,fpc_6_lag2
1.8963136089887194,-1.6836314282005032,-0.3530593488378594,1.7530036957039035,1.149539303588565,0.818067340653184,0.8012359967674801,-1.6190663094783242,-0.7903644916388822,1.2921917624235488,1.3262981591311833,-0.140264922268854,0.2954655513914356
1.8804226785519014,-1.5706282366191353,-0.8456750659472493,1.8963136089887194,0.9559608530123289,-0.5167002105913346,0.3488263124062812,-1.6836314282005032,-0.3530593488378594,1.7530036957039035,1.149539303588565,0.818067340653184,0.8012359967674801
1.8387152264938202,-1.4915511708547289,-1.7084472513985933,1.8804226785519014,0.27677152949313555,-0.017228758704770433,0.5476788529287786,-1.5706282366191353,-0.8456750659472493,1.8963136089887194,0.9559608530123289,-0.5167002105913346,0.3488263124062812
1.6730253594375482,-1.5833939700923432,-1.0910075672465622,1.8387152264938202,0.09855565274831106,-0.6365121663831503,-1.3473079446820913,-1.4915511708547289,-1.7084472513985933,1.8804226785519014,0.27677152949313555,-0.017228758704770433,0.5476788529287786
1.5292500826276034,-1.3915157367577375,-0.5678214127830852,1.6730253594375482,0.9736995988394708,-0.36416863593284987,-0.035894856056087436,-1.5833939700923432,-1.0910075672465622,1.8387152264938202,0.09855565274831106,-0.6365121663831503,-1.3473079446820913
0.8583289779871773,-1.342301795124382,-0.7526928670382947,1.5292500826276034,1.6288127830112138,0.28302856798154097,-0.3639969101532497,-1.3915157367577375,-0.5678214127830852,1.6730253594375482,0.9736995988394708,-0.36416863593284987,-0.035894856056087436
0.26643281835172383,-1.263842667418444,-0.2990652657949798,0.8583289779871773,2.059172055978978,-0.042992018988696964,-0.09905575427534324,-1.342301795124382,-0.7526928670382947,1.5292500826276034,1.6288127830112138,0.28302856798154097,-0.3639969101532497
-0.5400761669369448,-1.2169728014165209,-0.6120224884322931,0.26643281835172383,1.5011339408126296,0.17304860549006015,-1.34229377416881,-1.263842667418444,-0.2990652657949798,0.8583289779871773,2.059172055978978,-0.042992018988696964,-0.09905575427534324
-0.5267855700066206,-1.2173844352408856,-0.39896866537747266,-0.5400761669369448,0.4206864499518432,0.2823673335656855,-0.8417723770591442,-1.2169728014165209,-0.6120224884322931,0.26643281835172383,1.5011339408126296,0.17304860549006015,-1.34229377416881
-1.247447245222735,-1.2355022133462754,-0.7170624131129018,-0.5267855700066206,1.4358282758738135,0.8665750620509828,-1.1155072229328529,-1.2173844352408856,-0.39896866537747266,-0.5400761669369448,0.4206864499518432,0.2823673335656855,-0.8417723770591442
-1.4574895630991265,-1.4142854280961035,-0.6958308081067339,-1.247447245222735,0.5687856188257966,0.3620140578502672,-0.018461205716181157,-1.2355022133462754,-0.7170624131129018,-0.5267855700066206,1.4358282758738135,0.8665750620509828,-1.1155072229328529
-0.9896432018367605,-1.4766660117407335,-1.2474903746704153,-1.4574895630991265,-0.3138079372787589,0.15715410650414843,-1.1164138503355387,-1.4142854280961035,-0.6958308081067339,-1.247447245222735,0.5687856188257966,0.3620140578502672,-0.018461205716181157
-0.8626444625455979,-1.3394175003370292,-1.2464213570785179,-0.9896432018367605,-0.017117359031673766,-1.5571350557488965,-1.6153319646602944,-1.4766660117407335,-1.2474903746704153,-1.4574895630991265,-0.3138079372787589,0.15715410650414843,-1.1164138503355387
-0.5379794586397031,-1.3231900896287447,-1.774987910115994,-0.8626444625455979,0.08294906549532727,1.246431405943115,-1.9451027646912917,-1.3394175003370292,-1.2464213570785179,-0.9896432018367605,-0.017117359031673766,-1.5571350557488965,-1.6153319646602944
-0.28496827580555634,-1.2663831410609523,-1.1832768845404154,-0.5379794586397031,-1.535018063055244,0.48995162580354595,-0.5817596320811445,-1.3231900896287447,-1.774987910115994,-0.8626444625455979,0.08294906549532727,1.246431405943115,-1.9451027646912917
-0.614014089477016,-1.458011471287369,-1.2715353839744494,-0.28496827580555634,-0.19527894928446227,0.6523907919846231,-0.8611091131832519,-1.2663831410609523,-1.1832768845404154,-0.5379794586397031,-1.535018063055244,0.48995162580354595,-0.5817596320811445
-0.40494616470800543,-1.2669708707415632,-0.9442107642670795,-0.614014089477016,-0.5502330261722618,1.1160899482027737,-0.23593087163205484,-1.458011471287369,-1.2715353839744494,-0.28496827580555634,-0.19527894928446227,0.6523907919846231,-0.8611091131832519
-0.894044365930871,-1.2790556234272799,-1.004986908474078,-0.40494616470800543,0.5083974098427412,-0.2657594881100168,-1.5827101489800974,-1.2669708707415632,-0.9442107642670795,-0.614014089477016,-0.5502330261722618,1.1160899482027737,-0.23593087163205484
