variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd,FPC 4,FPC 4_sd
fpc_1_lag1,1.0,0.0,1.0,0.0,0.14400000000000002,0.042368751587828365,0.1157777777777778,0.025701995887335113
fpc_2_lag1,1.0,0.0,1.0,0.0,1.0,0.0,0.5982222222222222,0.1817034621248262
fpc_3_lag1,1.0,0.0,0.0,0.0,1.0,0.0,0.7673333333333333,0.11780963929624398
fpc_4_lag1,0.4386666666666667,0.38026189805331684,0.0,0.0,1.0,0.0,0.8813333333333334,0.20553669583150677
