M,metrica,bloque,modelo,razon_vs_mejor,razon_vs_FAR
1,1. MAE  (L^1),train,FAR,1.0170590555219294,1.0
1,1. MAE  (L^1),train,RF,1.0351129108798163,1.0188799051251698
1,1. MAE  (L^1),train,GBT,1.0363909611067723,1.0201846748294436
1,1. MAE  (L^1),train,PSBPM-FD,1.1289512988379995,1.110797738265766
1,1. MAE  (L^1),test,FAR,1.0048600580038023,1.0
1,1. MAE  (L^1),test,RF,1.0583706023925519,1.0536689991833128
1,1. MAE  (L^1),test,GBT,1.0687149749871718,1.0639473216583137
1,1. MAE  (L^1),test,PSBPM-FD,1.0949589007099785,1.0900597023092653
1,2. RMSE (L^2),train,FAR,1.0206588434572121,1.0
1,2. RMSE (L^2),train,RF,1.0275843581046145,1.0079772118643517
1,2. RMSE (L^2),train,GBT,1.0287431480229814,1.0091240232548366
1,2. RMSE (L^2),train,PSBPM-FD,1.1094151179817007,1.0879147644707006
1,2. RMSE (L^2),test,FAR,1.0054754790647578,1.0
1,2. RMSE (L^2),test,RF,1.0558402405653702,1.0505454683049005
1,2. RMSE (L^2),test,GBT,1.0638877437955578,1.0585160664583648
1,2. RMSE (L^2),test,PSBPM-FD,1.080298778995709,1.0747825645358935
1,3. E_max promedio por curva,train,FAR,1.018272617429162,1.0
1,3. E_max promedio por curva,train,RF,1.0101146146631867,0.992480591241069
1,3. E_max promedio por curva,train,GBT,1.011582784791846,0.9939395724151868
1,3. E_max promedio por curva,train,PSBPM-FD,1.0650229307697299,1.0462171324773248
1,3. E_max promedio por curva,test,FAR,1.0089016357258929,1.0
1,3. E_max promedio por curva,test,RF,1.0277155559872484,1.0191621681107383
1,3. E_max promedio por curva,test,GBT,1.02754018127051,1.018987187072937
1,3. E_max promedio por curva,test,PSBPM-FD,1.0504667464518305,1.0415284304486019
1,4. E_max peor de la ventana,train,FAR,1.04199662964384,1.0
1,4. E_max peor de la ventana,train,RF,1.035866758542057,0.9963957998881126
1,4. E_max peor de la ventana,train,GBT,1.0289474873563813,0.9901643463800476
1,4. E_max peor de la ventana,train,PSBPM-FD,1.0579556824071636,1.0171415021736396
1,4. E_max peor de la ventana,test,FAR,1.0533860576686178,1.0
1,4. E_max peor de la ventana,test,RF,1.0472749308967946,0.9959189153720871
1,4. E_max peor de la ventana,test,GBT,1.0355709235261383,0.9850172292755007
1,4. E_max peor de la ventana,test,PSBPM-FD,1.0403695168866722,0.9892291322585366
2,1. MAE  (L^1),train,FAR,1.1285348097626422,1.0
2,1. MAE  (L^1),train,RF,1.0541706188284186,0.9347453389664615
2,1. MAE  (L^1),train,GBT,1.0000015605461983,0.8871793886666047
2,1. MAE  (L^1),train,PSBPM-FD,1.2533940092990332,1.1107430553352098
2,1. MAE  (L^1),test,FAR,1.0208901383673425,1.0
2,1. MAE  (L^1),test,RF,1.0021389795653648,0.982027786816551
2,1. MAE  (L^1),test,GBT,1.0416671266961042,1.0210170724335483
2,1. MAE  (L^1),test,PSBPM-FD,1.1127377925933735,1.0899889683806598
2,2. RMSE (L^2),train,FAR,1.1434330863032607,1.0
2,2. RMSE (L^2),train,RF,1.0634345859353194,0.9307288312292884
2,2. RMSE (L^2),train,GBT,1.0000118306165333,0.8757578549779051
2,2. RMSE (L^2),train,PSBPM-FD,1.2431796390102834,1.0878738445243124
2,2. RMSE (L^2),test,FAR,1.0205007835493407,1.0
2,2. RMSE (L^2),test,RF,1.0028659964237487,0.9831825649968633
2,2. RMSE (L^2),test,GBT,1.0393987647013347,1.0192240794523268
2,2. RMSE (L^2),test,PSBPM-FD,1.0967256246392516,1.0747103969751122
2,3. E_max promedio por curva,train,FAR,1.0804662825815183,1.0
2,3. E_max promedio por curva,train,RF,1.0285300994255475,0.9522707717043329
2,3. E_max promedio por curva,train,GBT,1.0002405537789831,0.9261907636299466
2,3. E_max promedio por curva,train,PSBPM-FD,1.130322927658111,1.046234686681591
2,3. E_max promedio por curva,test,FAR,1.0127160879339066,1.0
2,3. E_max promedio por curva,test,RF,1.006459256473639,0.9941323181513779
2,3. E_max promedio por curva,test,GBT,1.0320831945930329,1.0195777305903841
2,3. E_max promedio por curva,test,PSBPM-FD,1.0545447050378787,1.041486673634126
2,4. E_max peor de la ventana,train,FAR,1.1183542439102983,1.0
2,4. E_max peor de la ventana,train,RF,1.046103912340906,0.9377619544594696
2,4. E_max peor de la ventana,train,GBT,1.00892473960796,0.9063866360147318
2,4. E_max peor de la ventana,train,PSBPM-FD,1.1358686101800997,1.0172554091766381
2,4. E_max peor de la ventana,test,FAR,1.0521252165193826,1.0
2,4. E_max peor de la ventana,test,RF,1.0359300111482435,0.9863625503609803
2,4. E_max peor de la ventana,test,GBT,1.0547550192446806,1.0039700279943293
