w,metrica,columna,criterio,bloque,M,n_ventanas,pct_ventanas_ganadas
20,1. MAE  (L^1),mae_f,menor es mejor,train,1,680,0.3338235294117647
20,1. MAE  (L^1),mae_f,menor es mejor,train,2,680,0.12205882352941176
20,1. MAE  (L^1),mae_f,menor es mejor,train,3,680,0.125
20,1. MAE  (L^1),mae_f,menor es mejor,train,4,680,0.08970588235294118
20,1. MAE  (L^1),mae_f,menor es mejor,train,5,680,0.07647058823529412
20,1. MAE  (L^1),mae_f,menor es mejor,train,6,680,0.004411764705882353
20,1. MAE  (L^1),mae_f,menor es mejor,train,7,680,0.13823529411764707
20,1. MAE  (L^1),mae_f,menor es mejor,train,8,680,0.11029411764705882
20,1. MAE  (L^1),mae_f,menor es mejor,test,1,281,0.3416370106761566
20,1. MAE  (L^1),mae_f,menor es mejor,test,2,281,0.1387900355871886
20,1. MAE  (L^1),mae_f,menor es mejor,test,3,281,0.15302491103202848
20,1. MAE  (L^1),mae_f,menor es mejor,test,4,281,0.02491103202846975
20,1. MAE  (L^1),mae_f,menor es mejor,test,5,281,0.03558718861209965
20,1. MAE  (L^1),mae_f,menor es mejor,test,6,281,0.017793594306049824
20,1. MAE  (L^1),mae_f,menor es mejor,test,7,281,0.099644128113879
20,1. MAE  (L^1),mae_f,menor es mejor,test,8,281,0.18861209964412812
20,2. RMSE (L^2),rmse_f,menor es mejor,train,1,680,0.3779411764705882
20,2. RMSE (L^2),rmse_f,menor es mejor,train,2,680,0.14558823529411766
20,2. RMSE (L^2),rmse_f,menor es mejor,train,3,680,0.13088235294117648
20,2. RMSE (L^2),rmse_f,menor es mejor,train,4,680,0.08088235294117647
20,2. RMSE (L^2),rmse_f,menor es mejor,train,5,680,0.0661764705882353
20,2. RMSE (L^2),rmse_f,menor es mejor,train,6,680,0.026470588235294117
20,2. RMSE (L^2),rmse_f,menor es mejor,train,7,680,0.033823529411764704
20,2. RMSE (L^2),rmse_f,menor es mejor,train,8,680,0.13823529411764707
20,2. RMSE (L^2),rmse_f,menor es mejor,test,1,281,0.36298932384341637
20,2. RMSE (L^2),rmse_f,menor es mejor,test,2,281,0.1423487544483986
20,2. RMSE (L^2),rmse_f,menor es mejor,test,3,281,0.06761565836298933
20,2. RMSE (L^2),rmse_f,menor es mejor,test,4,281,0.028469750889679714
20,2. RMSE (L^2),rmse_f,menor es mejor,test,5,281,0.0498220640569395
20,2. RMSE (L^2),rmse_f,menor es mejor,test,6,281,0.010676156583629894
20,2. RMSE (L^2),rmse_f,menor es mejor,test,7,281,0.09608540925266904
20,2. RMSE (L^2),rmse_f,menor es mejor,test,8,281,0.24199288256227758
20,3. E_max promedio por curva,linf_medio,menor es mejor,train,1,680,0.36764705882352944
20,3. E_max promedio por curva,linf_medio,menor es mejor,train,2,680,0.060294117647058824
20,3. E_max promedio por curva,linf_medio,menor es mejor,train,3,680,0.08823529411764706
20,3. E_max promedio por curva,linf_medio,menor es mejor,train,4,680,0.06764705882352941
20,3. E_max promedio por curva,linf_medio,menor es mejor,train,5,680,0.05
20,3. E_max promedio por curva,linf_medio,menor es mejor,train,6,680,0.10735294117647058
20,3. E_max promedio por curva,linf_medio,menor es mejor,train,7,680,0.04411764705882353
20,3. E_max promedio por curva,linf_medio,menor es mejor,train,8,680,0.21470588235294116
20,3. E_max promedio por curva,linf_medio,menor es mejor,test,1,281,0.3879003558718861
20,3. E_max promedio por curva,linf_medio,menor es mejor,test,2,281,0.10676156583629894
20,3. E_max promedio por curva,linf_medio,menor es mejor,test,3,281,0.1423487544483986
20,3. E_max promedio por curva,linf_medio,menor es mejor,test,4,281,0.0711743772241993
