M,experiment_id,p_covariables,n_variables_diag,rhat_max,ess_min,geweke_max,n_no_converge,converge,ocupacion_media,ocupacion_max,N_trunc,toca_truncamiento,pip_sd_max,contrato_ok,pip_media_activas
1,escenario_65_2_r01_m01,1,2,1.110016278389802,56.75134234255933,3.924000509731965,2,False,7.92925,25,25,True,0.0,True,1.0
2,escenario_65_2_r01_m02,1,4,1.565639763318957,25.073090674522,3.924000509731965,3,False,8.597249999999999,25,25,True,,True,0.71425
3,escenario_65_2_r01_m03,1,6,1.8528785783782658,25.073090674522,3.924000509731965,4,False,9.443333333333333,25,25,True,,True,0.6431666666666667
4,escenario_65_2_r01_m04,1,8,1.8528785783782658,25.073090674522,3.924000509731965,5,False,9.8053125,25,25,True,,True,0.732375
5,escenario_65_2_r01_m05,1,10,1.8528785783782658,25.073090674522,3.924000509731965,5,False,10.0024,25,25,True,,True,0.5865
6,escenario_65_2_r01_m06,1,12,1.8528785783782658,8.609726105628797,11.681366124675456,6,False,10.24325,25,25,True,,True,0.5870000000000001
7,escenario_65_2_r01_m07,1,14,1.8528785783782658,8.609726105628797,11.681366124675456,7,False,10.38175,25,25,True,,True,0.646
8,escenario_65_2_r01_m08,1,16,1.8528785783782658,8.609726105628797,11.681366124675456,7,False,10.40746875,25,25,True,,True,0.565375
