metrica,bloque,columna,minimo,maximo,promedio,M
1. MAE  (L^1),train,mae_f,0.6197700737741798,1.3251055702025734,1.0307856881253383,1
1. MAE  (L^1),test,mae_f,0.6797078324775332,1.2358009619041934,0.9946759146821067,1
2. RMSE (L^2),train,rmse_f,0.8032547033246328,1.6918179854520854,1.3534975443386141,1
2. RMSE (L^2),test,rmse_f,0.894482316944126,1.5847686042502793,1.3026794652364695,1
3. E_max promedio por curva,train,linf_medio,1.9043254451282035,3.5748553234990914,2.8560264692183734,1
3. E_max promedio por curva,test,linf_medio,2.0846673492328858,3.4497699209498083,2.8977650744011934,1
4. E_max peor de la ventana,train,linf_max,4.035620356634262,6.311273735810693,5.395564845096097,1
4. E_max peor de la ventana,test,linf_max,3.7051031368926868,6.168510698772229,5.298666575453499,1
5. MPIW,train,mpiw,3.198426972588777,3.5577005270327144,3.3814788392879827,1
5. MPIW,test,mpiw,3.248580141895335,3.5929951173224204,3.4158649265708356,1
6. PICP puntual,train,picp,0.6004444444444444,0.6826666666666666,0.6428842454394693,1
6. PICP puntual,test,picp,0.6168888888888889,0.6822222222222222,0.650650266502665,1
7. PICPB curva completa,train,picp_simultaneo,0.0,0.0,0.0,1
7. PICPB curva completa,test,picp_simultaneo,0.0,0.0,0.0,1
8. Winkler,train,winkler,7.9576539334062435,14.298418972220077,11.640976973454238,1
8. Winkler,test,winkler,9.316564366407611,14.80464159849497,12.040357487545478,1
9. Winkler max promedio,train,winkler_max_medio,48.263461916520484,89.14538195227391,70.49575035761963,1
9. Winkler max promedio,test,winkler_max_medio,54.12138049744168,97.57839626820372,74.95895505855701,1
10. Winkler max peor ventana,train,winkler_max_glob,101.0155464954789,170.02866065346856,136.30307969219984,1
10. Winkler max peor ventana,test,winkler_max_glob,91.4490839667201,157.03055938032318,139.89675893932898,1
1. MAE  (L^1),train,mae_f,0.6193778476936608,1.323310015942423,1.0307549645674743,2
1. MAE  (L^1),test,mae_f,0.6802145531901046,1.2356942671265037,0.9947979673093532,2
2. RMSE (L^2),train,rmse_f,0.8026011563763307,1.6899709476136169,1.3534427360885617,2
2. RMSE (L^2),test,rmse_f,0.8952989501780362,1.5844347067529885,1.3029022960952203,2
3. E_max promedio por curva,train,linf_medio,1.9060187046893275,3.5745238747098234,2.857053771159558,2
3. E_max promedio por curva,test,linf_medio,2.0871714255043923,3.4533890693930274,2.8991398528747396,2
4. E_max peor de la ventana,train,linf_max,4.031604186743498,6.3181229799204255,5.395023946552626,2
4. E_max peor de la ventana,test,linf_max,3.700670500762752,6.177344141813179,5.299269151870803,2
5. MPIW,train,mpiw,3.990062986027105,4.239473726606701,4.119484350534234,2
5. MPIW,test,mpiw,4.002440919900234,4.230829724229109,4.133930574076439,2
6. PICP puntual,train,picp,0.7777777777777778,0.9288888888888889,0.8301247097844113,2
6. PICP puntual,test,picp,0.7795555555555556,0.8986666666666666,0.8268355883558834,2
7. PICPB curva completa,train,picp_simultaneo,0.0,0.06666666666666667,0.010646766169154227,2
7. PICPB curva completa,test,picp_simultaneo,0.0,0.03333333333333333,0.0057810578105781055,2
8. Winkler,train,winkler,4.8911989181859585,9.930167194096946,8.09647225885913,2
8. Winkler,test,winkler,5.801211256646558,10.063352073619127,8.314200622294779,2
