-9.930692592835513866e-01,6.961412408834027898e-02,1.480381084576007478e+00,1.645219587712981324e-01,1.328364529399527649e+00
-9.908450629697898027e-01,-4.622666991321264240e-01,1.442330857254669363e+00,1.207443009011208490e+00,1.599796912607503341e+00
-9.530354447886116853e-01,-1.186399250790558524e+00,5.823014343482114663e-01,1.712938408814320024e+00,-4.356093455128253189e-01
-1.074523818882515025e+00,-1.452048953699146105e+00,-6.979059052217458092e-02,1.378878470004202272e-01,-1.941109354378943941e+00
-1.173701796811860154e+00,-1.107888958445081284e+00,-7.162389759829661529e-01,-1.737655913467191393e+00,-4.847586134278265013e-01
-1.010147322127841862e+00,-4.265363079236966226e-01,-1.177883403661976969e+00,-1.199444019087911428e+00,1.746257719182623624e+00
-9.199067328969808832e-01,5.043716634688203415e-01,-1.500705610987520755e+00,9.443917829597225921e-01,1.226937857089203110e+00
-8.344061927143737734e-01,1.160499733502337705e+00,-1.117750143581895728e+00,1.612708188199649451e+00,-5.187392716245958768e-01
-9.317012846690978511e-01,1.513910310813543880e+00,-1.275286976319532639e-01,8.256188531573571687e-02,-1.415851257617916970e+00
-1.083058118505516587e+00,1.284174792862008418e+00,1.012623408360894928e+00,-1.383166643476183566e+00,-6.650533846995512199e-01
-1.003448182762734842e+00,6.049230474315271389e-01,1.519429301031892887e+00,-7.694113699579600008e-01,9.674479941898694868e-01
-9.894376778710941567e-01,7.763013434459892226e-02,1.431856914022994864e+00,1.884134438555047919e-01,1.360284047195475132e+00
