-9.930692592835513866e-01,6.961412408834027898e-02,1.480381084576007478e+00,1.645219587712981324e-01,1.328364529399527649e+00
-9.921635120552735332e-01,-7.103638059156580642e-02,1.462939378066005824e+00,4.319627585012528748e-01,1.378183078691162189e+00
-9.906485386481488353e-01,-2.054847469445452712e-01,1.431181948979967311e+00,6.705440494533275730e-01,1.380918519426619362e+00
-9.885243390621770709e-01,-3.337309749705981710e-01,1.385108797317891716e+00,8.802658316275223660e-01,1.336570851605898502e+00
-9.857909132973585731e-01,-4.557750646697243946e-01,1.324719923079779260e+00,1.061128105023837032e+00,1.245140075229000276e+00
-9.824482613536928977e-01,-5.716170160419239421e-01,1.250015326265629501e+00,1.213130869642271348e+00,1.106626190295924683e+00
-9.784963832311808218e-01,-6.812568290871969801e-01,1.160995006875443325e+00,1.336274125482826314e+00,9.210291968066716128e-01
-9.739352789298216795e-01,-7.846945038055433974e-01,1.057658964909220067e+00,1.430557872545500819e+00,6.883490947612410649e-01
-9.693982329494178485e-01,-8.815393594863327742e-01,9.432675353913203553e-01,1.494337920418147281e+00,4.188026830873591844e-01
-9.674887482336009814e-01,-9.701852643191957171e-01,8.312243178663365484e-01,1.520854819628598253e+00,1.543923573767893020e-01
-9.684882845600610857e-01,-1.050458582432740595e+00,7.229783501228734810e-01,1.509377818882566613e+00,-1.003410828470344823e-01
-9.723968419287981613e-01,-1.122359313826967853e+00,6.185296321609312642e-01,1.459906918180051916e+00,-3.453976375841122937e-01
-9.792144203398117641e-01,-1.185887458501877045e+00,5.178781639805093429e-01,1.372442117521053717e+00,-5.807773068344441736e-01
-9.889410197931025603e-01,-1.241043016457468617e+00,4.210239455816083831e-01,1.246983416905573128e+00,-8.064800905980299417e-01
-1.001576640288669884e+00,-1.287825987693742347e+00,3.279669769642279409e-01,1.083530816333609037e+00,-1.022505988874869765e+00
-1.017054952977558990e+00,-1.326181103091117253e+00,2.386333743596952550e-01,8.827344446448128767e-01,-1.227966782344086072e+00
-1.033187105844244558e+00,-1.354284481703419640e+00,1.505849734018037678e-01,6.660485535476533547e-01,-1.393551233416715940e+00
-1.048911837305441130e+00,-1.371251817617353819e+00,6.263963379178646984e-02,4.438752044765399418e-01,-1.505047832958716691e+00
-1.064229147361149375e+00,-1.377083110832919788e+00,-2.520264447035653471e-02,2.162143974314726935e-01,-1.562456580970088993e+00
-1.079139036011368846e+00,-1.371778361350117104e+00,-1.129418613846254610e-01,-1.693386758754876140e-02,-1.565777477450832400e+00
-1.093641503256099767e+00,-1.355337569168946210e+00,-2.005780169510197608e-01,-2.555695905805230872e-01,-1.515010522400946913e+00
-1.107736549095341694e+00,-1.327760734289407107e+00,-2.881111111695398019e-01,-4.996927715474512866e-01,-1.410155715820432754e+00
-1.121424173529095514e+00,-1.289047856711499351e+00,-3.755411440401860146e-01,-7.493034104883343760e-01,-1.251213057709289256e+00
-1.133299426629244655e+00,-1.240792023610652661e+00,-4.618211597214841313e-01,-9.885403015390331616e-01,-1.050963761555656628e+00
-1.140464599169050741e+00,-1.186278977286189695e+00,-5.447918117903945978e-01,-1.184689707604762665e+00,-8.357690801788236756e-01
-1.142831881778006542e+00,-1.125608285686574783e+00,-6.243876655068254511e-01,-1.336760303319015186e+00,-6.064278394217983426e-01
-1.140401274456111835e+00,-1.058779948811807925e+00,-7.006087208707770797e-01,-1.444752088681791058e+00,-3.629400392845796297e-01
-1.133172777203367065e+00,-9.857939666618887875e-01,-7.734549778822490396e-01,-1.508665063693089170e+00,-1.053056797671685224e-01
-1.121146390019772010e+00,-9.066503392368181480e-01,-8.429264365412412197e-01,-1.528499228352910189e+00,1.664752391304338275e-01
-1.104322112905326447e+00,-8.213490665365956733e-01,-9.090230968477538420e-01,-1.504254582661254114e+00,4.524027174082285163e-01
-1.083190882803882316e+00,-7.300181797290750119e-01,-9.718121344590967547e-01,-1.437111742757169131e+00,7.473270081175487078e-01
-1.062293866446068158e+00,-6.338419671169076564e-01,-1.031914924205381556e+00,-1.337991407926850895e+00,1.003612951983214652e+00
-1.042735671955550947e+00,-5.331084988277663417e-01,-1.089482611315554905e+00,-1.209549964483159989e+00,1.209673618370723291e+00
-1.024516299332330016e+00,-4.278177748616502352e-01,-1.144515195789616691e+00,-1.051787412426094859e+00,1.365509007280074627e+00
-1.007635748576405366e+00,-3.179697952185589482e-01,-1.197012677627567134e+00,-8.647037517556553921e-01,1.471119118711269769e+00
-9.920940196877775508e-01,-2.035645598984931193e-01,-1.246975056829406014e+00,-6.482989824718418115e-01,1.526503952664308050e+00
-9.778911126664462383e-01,-8.460206890145308134e-02,-1.294402333395133109e+00,-4.025731045746553383e-01,1.531663509139189250e+00
-9.650270275124113173e-01,3.891767777256163741e-02,-1.339294507324748640e+00,-1.275261180640948899e-01,1.486597788135913367e+00
-9.528756335061250304e-01,1.622071050484046872e-01,-1.376474848757244240e+00,1.487088205178759004e-01,1.405221863869998034e+00
-9.408107999280389544e-01,2.804786378509267486e-01,-1.400766627831609989e+00,3.979985546292874043e-01,1.301450810556961546e+00
-9.288325267781533112e-01,3.937322761801289595e-01,-1.412169844547846331e+00,6.203430842701418424e-01,1.175284628196803904e+00
-9.169408140564679899e-01,5.019680200360111533e-01,-1.410684498905952822e+00,8.157424094404392978e-01,1.026723316789524443e+00
-9.051356617629833234e-01,6.051858694185735521e-01,-1.396310590905930571e+00,9.841965301401799371e-01,8.557668763351238272e-01
-8.934170698976989788e-01,7.033858243278169331e-01,-1.369048120547778691e+00,1.125705446369364982e+00,6.624153068335998373e-01
-8.817850384606148451e-01,7.965678847637392979e-01,-1.328897087831497181e+00,1.240269158127990989e+00,4.466686082849559147e-01
-8.708248487694089102e-01,8.846402178840226949e-01,-1.276181307682463073e+00,1.325511299527877274e+00,2.153471976665706777e-01
-8.629426573523120148e-01,9.672252886702447094e-01,-1.212232019238336234e+00,1.371662366362049523e+00,-3.509433003437587191e-03
-8.583985892394029316e-01,1.044282282525817562e+00,-1.137193140243729195e+00,1.377666196013535904e+00,-2.068699872906743509e-01
-8.571926444306818826e-01,1.115811199450741809e+00,-1.051064670698641512e+00,1.343522788482337083e+00,-3.947344651951413264e-01
-8.593248229261487570e-01,1.181812039445017559e+00,-9.538466106030731861e-01,1.269232143768453280e+00,-5.671028667168384052e-01
-8.647951247258034435e-01,1.242284802508645036e+00,-8.455389599570246606e-01,1.154794261871884720e+00,-7.239751918557658650e-01
-8.736035498296461643e-01,1.297229488641624240e+00,-7.261417187604941592e-01,1.000209142792629402e+00,-8.653514406119243718e-01
-8.857030807467143330e-01,1.346543676878819706e+00,-5.958219196352889657e-01,8.063032585840926858e-01,-9.909396682387120459e-01
-8.995421402752412643e-01,1.386847475370766247e+00,-4.600916391009647333e-01,6.003501870085530268e-01,-1.091105698098324472e+00
-9.143684485598259082e-01,1.416502148675300221e+00,-3.216233991063964237e-01,3.955734809204478619e-01,-1.161178414245160662e+00
-9.301820056004674875e-01,1.435507696792420740e+00,-1.804171996515862575e-01,1.919731403197803832e-01,-1.201157816679218504e+00
-9.469828113971662242e-01,1.443864119722128248e+00,-3.647304073653307582e-02,-1.045083479345131940e-02,-1.211043905400499332e+00
-9.647708659499223405e-01,1.441571417464422522e+00,1.102090776387630172e-01,-2.116984444192468451e-01,-1.190836680409002923e+00
-9.835461692587355031e-01,1.428629590019304008e+00,2.596291554743021535e-01,-4.117696885576065391e-01,-1.140536141704729056e+00
-1.003308721323606267e+00,1.405038637386772038e+00,4.117871927700855195e-01,-6.106645672085317944e-01,-1.060142289287677508e+00
-1.022392906299619986e+00,1.371579449955629304e+00,5.621059689366890710e-01,-7.966076762626365104e-01,-9.541325890625421691e-01
-1.037363391506642252e+00,1.329862614152780731e+00,7.011449665084321659e-01,-9.453122447443201848e-01,-8.317418144577529704e-01
-1.048116075954365733e+00,1.279936935627526085e+00,8.286181091984773373e-01,-1.056042309896747522e+00,-6.932498070923514000e-01
-1.054650959642790431e+00,1.221802414379865587e+00,9.445253970068220317e-01,-1.128797871719916079e+00,-5.386565669663402334e-01
-1.056968042571916344e+00,1.155459050409799460e+00,1.048866829933467359e+00,-1.163578930213827078e+00,-3.679620940797179718e-01
-1.055067324741743695e+00,1.080906843717327481e+00,1.141642407978413987e+00,-1.160385485378481407e+00,-1.811663884324850871e-01
-1.048948806152272040e+00,9.981457943024495405e-01,1.222852131141660914e+00,-1.119217537213877511e+00,2.173054997535889613e-02
-1.039025278177553968e+00,9.072842763751514106e-01,1.292424992186734789e+00,-1.041211081992041487e+00,2.382034723799743015e-01
-1.029115061027571443e+00,8.093247513778065727e-01,1.349704174176242555e+00,-9.368740852292093413e-01,4.448938277158270282e-01
-1.020146935293942292e+00,7.045110612828840990e-01,1.394529910828117503e+00,-8.087625385374381803e-01,6.361198062642766660e-01
-1.012120900976666293e+00,5.928432060903824352e-01,1.426902202142359632e+00,-6.568764419167267832e-01,8.118814080253240473e-01
-1.005036958075743447e+00,4.743211858003035797e-01,1.446821048118968278e+00,-4.812157953670774257e-01,9.721786329989668962e-01
-9.988951065911737537e-01,3.489450004126467553e-01,1.454286448757943662e+00,-2.817805988884890533e-01,1.117011481185206323e+00
-9.936953465229574345e-01,2.167146499274118787e-01,1.449298404059285783e+00,-5.857085248096167984e-02,1.246379952584042217e+00
-9.894376778710941567e-01,7.763013434459892226e-02,1.431856914022994864e+00,1.884134438555047919e-01,1.360284047195475132e+00
