bloque,objetivo,banda,winkler,picp,ee_picp,ace,mpiw,picp_simultaneo
test,curva_suavizada,FAR (IC del modelo AR),4.886732610235917,0.938,0.0016077036764003225,-0.01200000000000001,3.4792379624483556,0.30333333333333334
test,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.886802400839811,0.9381777777777778,0.0016055491973046814,-0.011822222222222178,3.4782561170986304,0.3
test,curva_suavizada,PSBPM-FD (predictiva bayesiana),6.633572002700448,0.8109333333333333,0.0026104104591868496,-0.13906666666666667,2.365014519955258,0.0033333333333333335
test,representacion_fpca,FAR (IC del modelo AR),3.7024865621123784,0.9891111111111112,0.0006918677133561258,0.03911111111111121,3.4792379624483556,0.87
test,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.70196422112888,0.9889777777777777,0.000696043831298838,0.03897777777777778,3.4782561170986304,0.87
test,representacion_fpca,PSBPM-FD (predictiva bayesiana),3.0591659685141455,0.9539111111111112,0.0013978507822109787,0.0039111111111111985,2.365014519955258,0.63
train,curva_suavizada,FAR (IC del modelo AR),4.531359272613938,0.9461111111111111,0.0009882923519174002,-0.0038888888888888307,3.4792379624483556,0.33764367816091956
train,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.529498052000817,0.9459386973180076,0.0009897818776924531,-0.00406130268199234,3.478256117098631,0.3390804597701149
train,curva_suavizada,PSBPM-FD (predictiva bayesiana),6.003629782490976,0.8177969348659004,0.0016895277412079049,-0.13220306513409952,2.3644344999338323,0.015804597701149427
train,representacion_fpca,FAR (IC del modelo AR),3.664432720874532,0.9875862068965517,0.0004846235424108804,0.03758620689655179,3.4792379624483556,0.8376436781609196
train,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.6632035548352526,0.9876436781609196,0.00048351449537261103,0.037643678160919625,3.478256117098631,0.8333333333333334
train,representacion_fpca,PSBPM-FD (predictiva bayesiana),3.049147491911469,0.948352490421456,0.0009686666224940683,-0.001647509578543982,2.3644344999338323,0.5775862068965517
