objetivo,metrica,bloque,columna,minimo,maximo,promedio
curva_suavizada,1. MAE  (L^1),train,mae_f,0.5465092432383507,0.845716729101417,0.6788573058340557
curva_suavizada,1. MAE  (L^1),test,mae_f,0.593287736035398,0.82768441760482,0.7002189770311944
curva_suavizada,2. RMSE (L^2),train,rmse_f,0.7055643436782898,1.1032663258785038,0.8838641755311973
curva_suavizada,2. RMSE (L^2),test,rmse_f,0.7698659542931793,1.1308819597317714,0.9296350216038509
curva_suavizada,3. E_max promedio por curva,train,linf_medio,1.7561506067733401,2.8538863229196805,2.2461944508466467
curva_suavizada,3. E_max promedio por curva,test,linf_medio,1.9519048247050426,2.817723447044973,2.3218867532606313
curva_suavizada,4. E_max peor de la ventana,train,linf_max,2.8449900001345894,6.235147004701596,4.378522538011798
curva_suavizada,4. E_max peor de la ventana,test,linf_max,3.345397708117755,9.339661189979166,5.253080744194326
curva_suavizada,5. MPIW,train,mpiw,2.3340189370017637,2.3653734590501148,2.3481764319682097
curva_suavizada,5. MPIW,test,mpiw,2.33832342429998,2.3611699259431567,2.3483830506580654
curva_suavizada,6. PICP puntual,train,picp,0.7324444444444445,0.8977777777777778,0.8184880892886891
curva_suavizada,6. PICP puntual,test,picp,0.7462222222222222,0.8648888888888889,0.80960065600656
curva_suavizada,7. PICPB curva completa,train,picp_simultaneo,0.0,0.13333333333333333,0.015192403798100948
curva_suavizada,7. PICPB curva completa,test,picp_simultaneo,0.0,0.03333333333333333,0.0036900369003690036
curva_suavizada,8. Winkler,train,winkler,3.8225449028955927,9.076886842093705,5.981334153292384
curva_suavizada,8. Winkler,test,winkler,4.752783454103128,9.496000849436882,6.692655142591793
curva_suavizada,9. Winkler max promedio,train,winkler_max_medio,33.477634447183995,75.36977011877156,52.9203864241581
curva_suavizada,9. Winkler max promedio,test,winkler_max_medio,40.80612466717777,75.55910670934614,55.79676334397093
curva_suavizada,10. Winkler max peor ventana,train,winkler_max_glob,90.8323555001723,201.19832237669277,141.72770246825073
curva_suavizada,10. Winkler max peor ventana,test,winkler_max_glob,89.37862116188474,347.54598277229235,170.83263654863836
representacion_fpca,1. MAE  (L^1),train,mae_f,0.3527087289399387,0.5776876090315971,0.45579358606275955
representacion_fpca,1. MAE  (L^1),test,mae_f,0.3896768430005105,0.5248694414220627,0.446187594664786
representacion_fpca,2. RMSE (L^2),train,rmse_f,0.465377086004109,0.7901116779886768,0.5983069417169902
representacion_fpca,2. RMSE (L^2),test,rmse_f,0.5132026491174317,0.7636731180888202,0.5954810623177389
representacion_fpca,3. E_max promedio por curva,train,linf_medio,0.9512084887538766,1.6480568286459527,1.2443579448667699
representacion_fpca,3. E_max promedio por curva,test,linf_medio,1.0195711780846741,1.5213570354145927,1.224285494828875
representacion_fpca,4. E_max peor de la ventana,train,linf_max,1.5284321927012858,4.615770837352561,2.6916326662356878
representacion_fpca,4. E_max peor de la ventana,test,linf_max,1.8608589521035601,5.077654433355472,2.8407583183217224
representacion_fpca,5. MPIW,train,mpiw,2.3340189370017637,2.3653734590501148,2.3481764319682097
representacion_fpca,5. MPIW,test,mpiw,2.33832342429998,2.3611699259431567,2.3483830506580654
representacion_fpca,6. PICP puntual,train,picp,0.8791111111111111,0.9835555555555555,0.9487256371814092
representacion_fpca,6. PICP puntual,test,picp,0.9191111111111111,0.9813333333333333,0.95270028700287
representacion_fpca,7. PICPB curva completa,train,picp_simultaneo,0.36666666666666664,0.8,0.5787106446776612
representacion_fpca,7. PICPB curva completa,test,picp_simultaneo,0.36666666666666664,0.8,0.628659286592866
representacion_fpca,8. Winkler,train,winkler,2.4840757262952504,4.759948601517636,3.0369600495241236
representacion_fpca,8. Winkler,test,winkler,2.5266129005255054,4.695426672622855,3.10763142403987
representacion_fpca,9. Winkler max promedio,train,winkler_max_medio,4.817004178436985,22.165671502071653,9.686358083038998
representacion_fpca,9. Winkler max promedio,test,winkler_max_medio,5.137618225922241,19.22221125036575,9.690178439597338
representacion_fpca,10. Winkler max peor ventana,train,winkler_max_glob,14.106392775565045,129.51474073304263,55.27196402243243
representacion_fpca,10. Winkler max peor ventana,test,winkler_max_glob,21.88835979232915,145.80323102272078,61.81458383153164
