FPC,RMSE,R²,Corr,sd(ŷ)/sd(y),CRPS,Cob95,Ancho95,PIT_ks,PIT_forma,sd/sd_centro,n_test
FPC 1,1.0320453409510564,-0.028127744971392143,0.07231743431262372,0.0026581225863038997,0.577235717004767,0.9416666666666667,3.777068020847356,0.10937777777777774,aproximadamente uniforme,14.45485246421574,120
FPC 2,0.841389931363778,-0.002576958601495871,0.22622765910453524,0.0004209314548168853,0.48113803154052576,0.9833333333333333,3.916888045652635,0.0592,aproximadamente uniforme,15.517336864979976,120
FPC 3,1.0434228707325242,-0.04263963473533661,0.013081215104214406,0.0029905630778332515,0.5888475837221935,0.925,3.956750813514158,0.11735555555555555,aproximadamente uniforme,15.485230661355368,120
