componente,param,variable,n_cadenas,n_post,ess_min,ess_mean,geweke_max,rhat,converge
1,beta_j,x1,2,2000,131.57201793293925,191.49861707077503,2.1801971063895844,1.000174056880158,False
1,beta_j,x2,2,2000,866.5356489905404,894.5728576130455,0.4612818341986867,1.0000851282387437,True
1,beta_j,x3,2,2000,1260.574996706656,1379.1564222909988,2.058494381963798,0.9999554224622901,False
1,beta_j,x4,2,2000,1090.3120479808824,1375.9095582643995,1.5821858394739283,0.9998852918973122,True
1,beta_j,x5,2,2000,1411.3724689068958,1540.957183738198,1.8543578575538957,1.0002603791559666,True
1,beta_j,x6,2,2000,1701.7654573398788,1850.8827286699393,1.6305187110830897,0.9998260412176739,True
1,beta_j,x7,2,2000,2000.0,2000.0,0.9671908013887063,0.9998257482071353,True
1,beta_j,x8,2,2000,2000.0,2000.0,0.9722794309639922,0.9999058715570034,True
1,beta_j,x9,2,2000,1710.8008724347137,1855.4004362173569,0.5408880395033601,0.9997504543102118,True
1,beta_j,x10,2,2000,2000.0,2000.0,0.9386998315259452,0.9997499713880965,True
1,beta_j,x11,2,2000,1708.9204793540325,1854.4602396770163,0.4672225242042473,0.9997857566167021,True
1,beta_j,x12,2,2000,1873.4143022335782,1936.7071511167892,0.5549219675684679,0.9997797977652432,True
1,beta_j,x13,2,2000,1855.0559214802277,1927.527960740114,0.5271743959598549,1.0000192076095273,True
1,beta_j,x14,2,2000,2000.0,2000.0,0.5918587156539189,0.9997817327648706,True
1,beta_j,x15,2,2000,2000.0,2000.0,1.1009513865110963,1.0004519168178345,True
1,beta_j,x16,2,2000,1806.3770701822802,1903.1885350911402,1.1879655272660936,0.9997941680459873,True
1,beta_j,x17,2,2000,1525.047660009475,1762.5238300047376,1.4225291739948123,0.999754947950337,True
1,beta_j,x18,2,2000,1313.2838643605132,1618.9807022346545,0.9980474707294176,0.9998663160458656,True
1,beta_j,x19,2,2000,1714.368675953842,1857.1843379769211,0.5971067639563516,0.999796482738893,True
1,beta_j,x20,2,2000,1700.5664684506335,1850.2832342253168,0.8775924263911529,1.0009115113055578,True
1,beta_j,x21,2,2000,1924.0789875523546,1962.0394937761773,0.7137269081128916,0.9997522511239398,True
1,beta_j,x22,2,2000,2000.0,2000.0,0.61695568917571,0.9997520526724979,True
1,beta_j,x23,2,2000,1877.6161250737005,1883.3862814462539,1.1171375573841629,1.0000539542934712,True
1,beta_j,x24,2,2000,1744.3489862705549,1872.1744931352773,2.0709140271225634,0.9997998642920083,False
1,beta_j,x25,2,2000,1740.579606942654,1870.289803471327,0.3738629087905661,0.9997503257140861,True
1,beta_j,x26,2,2000,1699.4723706773357,1787.6532564875665,0.59129117071714,1.0001473866541422,True
1,beta_j,x27,2,2000,2000.0,2000.0,1.2207151362768514,0.9998362418124956,True
1,beta_j,x28,2,2000,2000.0,2000.0,0.4357277079274087,1.00016668329018,True
1,beta_j,x29,2,2000,2000.0,2000.0,1.2742761781193046,0.9997646757414869,True
1,beta_j,x30,2,2000,1933.2008588740377,1950.1930781625656,0.18842793834090765,0.9997730367728352,True
1,beta_j,x31,2,2000,1678.373994682004,1839.186997341002,1.510394440799481,1.0000702043891077,True
1,beta_j,x32,2,2000,1828.811727839739,1914.4058639198695,1.187861090285222,0.9997703144377662,True
1,beta_j,x33,2,2000,1454.4707936063962,1545.2521695538996,0.4511717969997816,0.9997649841288019,True
1,beta_j,x34,2,2000,2000.0,2000.0,1.5518283318605224,0.9998173129453305,True
1,beta_j,x35,2,2000,1725.0740111785485,1736.2824484111738,1.030566663368296,1.000111324816312,True
1,p_j,fpc_1_lag1,2,2000,84.96735195829422,106.12379682669058,0.7089468072847382,1.000669511774137,False
