bloque,modelo,RMSE_scores,R2_scores,sd_ratio,MISE,RMSE_func,n
test,(truncamiento FPCA),,,,0.22856145979686066,0.478081018026088,240
test,FAR,0.7737307700946732,0.3475401667876358,0.6458518238715986,0.9545223624642107,0.9769966030975803,240
test,GBT,0.8368235755561907,0.23679385622694937,0.7196933749629506,1.0792679260294906,1.038878205580178,240
test,RF,0.8262546821795365,0.25595035986015213,0.7137718990885044,1.0580866193409166,1.0286333745999674,240
test,media,0.9630959212728369,-0.010911486232553669,0.0,1.358730895092997,1.165646127730452,240
test,persistencia,0.8646284600936331,0.18523362567950385,1.000775311703614,1.1369226575987044,1.0662657537399878,240
train,(truncamiento FPCA),,,,0.2513330419264938,0.5013312696476191,559
train,FAR,0.7650482934029794,0.41552735549074815,0.6452219964189275,0.966771007264438,0.9832451409818601,559
train,GBT,0.6473651847808322,0.5815099210284733,0.7102265710048417,0.7634986238403927,0.8737840830779607,559
train,RF,0.652850775453182,0.5743875371279793,0.7078602599300695,0.7718536312438554,0.8785520082748974,559
train,media,1.0007069161440685,-6.69137691922117e-07,0.0,1.4764981976144738,1.2151124218007459,559
train,persistencia,0.8435732184903635,0.2893887890652532,0.9997535864525402,1.1222618988096367,1.0593686321624012,559
