metrica,banda,observado,li,ls,largo_bloque,n
picp,FAR (IC del modelo AR),0.9499166666666667,0.9272500000000001,0.97054375,6,240
picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.9501666666666667,0.9276666666666668,0.9707531250000001,6,240
picp,PSBPM-FD (predictiva bayesiana),0.8983333333333334,0.8739583333333333,0.9211677083333334,6,240
picp_simultaneo,FAR (IC del modelo AR),0.8833333333333333,0.8375,0.925,6,240
picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.8833333333333333,0.8375,0.925,6,240
picp_simultaneo,PSBPM-FD (predictiva bayesiana),0.5958333333333333,0.5333333333333333,0.6583333333333333,6,240
winkler,FAR (IC del modelo AR),4.590339180086255,4.235558095429272,5.0148509540755875,6,240
winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.5848004021885025,4.231626216371053,5.006349459406539,6,240
winkler,PSBPM-FD (predictiva bayesiana),4.910589488023672,4.38208630111163,5.510915318146556,6,240
