modelo,MISE_test,MISE_train,salto
(truncamiento FPCA),0.21841798968109705,0.2525433407880326,0.8648732886780888
PSBPM-FD,0.9318847104679753,0.9652768716128439,0.9654066495045355
FAR,0.9328217288192522,0.965108178927886,0.9665462889927012
RF,1.0367838336479112,0.7707790558553406,1.3451115799940654
GBT,1.0613746373557216,0.7649546656781769,1.3875000506268578
persistencia,1.110060108959497,1.1194262680188556,0.9916330719343092
media,1.342689072908646,1.4750930846539982,0.9102402328891609
