bloque,metrica,observado,li,ls,sd_boot,largo_bloque,criterio_bloque,B,n
test,mae_f,0.7794138717149117,0.724592553007871,0.8350608495892137,0.02859032903577539,6,memoria de la serie (n^(1/3)),2000,240
test,picp,0.8959583333333333,0.871790625,0.9188791666666667,0.012163428686210075,6,memoria de la serie (n^(1/3)),2000,240
test,rmse_f,0.9752358430604641,0.9061542582937938,1.0406017666095342,0.03477507270246749,6,memoria de la serie (n^(1/3)),2000,240
test,winkler,4.974269068877378,4.39413835333509,5.617789328456351,0.3119110585270201,6,memoria de la serie (n^(1/3)),2000,240
train,mae_f,0.788972102346019,0.7550681744138339,0.820554017933499,0.01713967931940177,8,memoria de la serie (n^(1/3)),2000,559
train,picp,0.8890518783542039,0.8737160107334525,0.9044387298747764,0.007865461519994475,8,memoria de la serie (n^(1/3)),2000,559
train,rmse_f,0.983678406859045,0.9437445642512439,1.021852437252621,0.0202245364441392,8,memoria de la serie (n^(1/3)),2000,559
train,winkler,5.069179702051457,4.7215348124351255,5.438174842179709,0.18340158828173647,8,memoria de la serie (n^(1/3)),2000,559
