bloque,train,train,train,test,test,test
,Error_maximo,MAE,RMSE,Error_maximo,MAE,RMSE
modelo,,,,,,
(truncamiento FPCA),0.8414483576281311,0.374322806415959,0.49640755934103076,0.7957137161759473,0.35566730023116644,0.46368266567060085
FAR,1.3193849553347041,0.7864669506554577,0.97585128839372,1.2821683071835537,0.7704710374601306,0.9610781979557482
GBT,1.2261133722124355,0.6921673479548782,0.8689269992717373,1.3416044591383214,0.8234068299670997,1.0240132157126949
PSBPM-FD,1.3197337416748893,0.7869140585022023,0.9760060065849226,1.2820276892075932,0.7704190697091616,0.9605945795800992
RF,1.2300070271577292,0.6954307310863969,0.8720381665327672,1.32787149742062,0.8140526702070766,1.012146379427486
media,1.5162975691736997,0.987406593618207,1.1944746752585995,1.4644749524256897,0.9463394834387435,1.1404619376156027
persistencia,1.3791112652138886,0.8453327835497058,1.0477746184409047,1.3551566438713285,0.8431390537602962,1.0467193652706261
