bloque,modelo,FPC1
test,FAR1,0.8232212984417443
test,GBT,0.9076551284146556
test,RF,0.8828621138249781
test,VAR,0.8232132503245372
test,media,1.1393061381425942
test,persistencia,0.8787737005409316
train,FAR1,0.8354051694871132
train,GBT,0.6233012828695522
train,RF,0.7251916945229957
train,VAR,0.8354051431518261
train,media,0.9993177415507355
train,persistencia,0.9462693999269984
