metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.7244323247895842,1.6745788923380303,1.1515732472846958
1. MAE  (L^1),test,mae_f,0.8952860717910177,1.7693157109171274,1.1832359413889362
2. RMSE (L^2),train,rmse_f,0.9222919373203569,2.2891557240457967,1.4879262933012085
2. RMSE (L^2),test,rmse_f,1.119783544109955,2.234042293224716,1.533526582613465
3. E_max promedio por curva,train,linf_medio,1.528413201068301,3.16615417301156,2.245998073028663
3. E_max promedio por curva,test,linf_medio,1.8022273537819793,3.2498689538641257,2.2646159466632887
4. E_max peor de la ventana,train,linf_max,2.5709344758497554,13.04050635567709,5.499174181352705
4. E_max peor de la ventana,test,linf_max,2.966275629889453,10.212584169331183,5.495268363760119
5. MPIW,train,mpiw,5.516132849151544,6.710177358794867,6.12624455463127
5. MPIW,test,mpiw,5.667150012126522,6.5983029364013035,6.097923216633858
6. PICP puntual,train,picp,0.7786666666666666,0.9973333333333333,0.9320411764705883
6. PICP puntual,test,picp,0.7786666666666666,0.9966666666666667,0.9181067615658363
7. PICPB curva completa,train,picp_simultaneo,0.4,0.95,0.7112499999999999
7. PICPB curva completa,test,picp_simultaneo,0.4,0.9,0.7176156583629894
8. Winkler,train,winkler,5.696313311490426,18.206273350050896,8.316852799861897
8. Winkler,test,winkler,6.251458481728966,15.008304701356787,8.481328770447096
9. Winkler max promedio,train,winkler_max_medio,8.753601716229593,44.31733844879942,19.350889415478736
9. Winkler max promedio,test,winkler_max_medio,11.625622075362942,44.279220380695186,19.48990164820115
10. Winkler max peor ventana,train,winkler_max_glob,13.702852147218781,274.1641445296823,84.1592034780833
10. Winkler max peor ventana,test,winkler_max_glob,25.29449347594034,223.0605535099506,79.59708917963349
