bloque,objetivo,banda,winkler,picp,ee_picp,ace,mpiw,picp_simultaneo
test,curva_suavizada,FAR (IC del modelo AR),5.788099578268472,0.9399555555555555,0.0015837944470416955,-0.010044444444444411,4.385979061365842,0.5166666666666667
test,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",6.130871166786113,0.9410222222222222,0.0015705540353811859,-0.008977777777777751,4.852576277277728,0.59
test,curva_suavizada,PSBPM-FD (predictiva bayesiana),6.029923490361119,0.9140444444444444,0.0018686560592479453,-0.03595555555555552,4.4345958873280535,0.28
test,representacion_fpca,FAR (IC del modelo AR),5.049911275715176,0.9670222222222222,0.0011905226480764615,0.017022222222222272,4.385979061365842,0.8833333333333333
test,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",5.408891560569192,0.9646222222222223,0.0012315516972463624,0.014622222222222314,4.852576277277728,0.87
test,representacion_fpca,PSBPM-FD (predictiva bayesiana),4.69769072419394,0.9781333333333333,0.0009749875339500635,0.028133333333333344,4.4345958873280535,0.89
train,curva_suavizada,FAR (IC del modelo AR),6.205752483509644,0.9337356321839081,0.0010887213613076305,-0.016264367816091863,4.385979061365842,0.5761494252873564
train,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",6.403467214934858,0.9309386973180077,0.001109794768520215,-0.019061302681992243,4.852576277277727,0.6091954022988506
train,curva_suavizada,PSBPM-FD (predictiva bayesiana),5.938135815140671,0.9190613026819924,0.0011937546982473317,-0.03093869731800758,4.419675668522151,0.3390804597701149
train,representacion_fpca,FAR (IC del modelo AR),5.402811665657401,0.9515900383141762,0.0009394140720483532,0.0015900383141762564,4.385979061365842,0.8620689655172413
train,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",5.530575234957552,0.9513409961685824,0.0009417041003397916,0.001340996168582409,4.852576277277727,0.8290229885057471
train,representacion_fpca,PSBPM-FD (predictiva bayesiana),4.771568897234996,0.9725862068965517,0.0007146828604477712,0.022586206896551775,4.419675668522151,0.8778735632183908
