bloque,banda,winkler,picp,ee_picp,ace,mpiw,picp_simultaneo
test,FAR (IC del modelo AR),2.0324211594195445,0.9529333333333333,0.0014118765378122453,0.0029333333333333433,1.7131002074965915,0.11333333333333333
test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.051821392238463,0.9521333333333334,0.0014232271449676744,0.0021333333333334314,1.7353853041717957,0.11
test,PSBPM-FD (predictiva bayesiana),4.064731475766825,0.6554666666666666,0.0031681057470815837,-0.2945333333333333,0.8210220055283793,0.0
train,FAR (IC del modelo AR),2.0173208352383214,0.9523891273247497,0.0009300173823589399,0.002389127324749718,1.7131002074965915,0.10157367668097282
train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.0400711572352215,0.9523700524558893,0.0009301943499506605,0.002370052455889393,1.735385304171796,0.10872675250357654
train,PSBPM-FD (predictiva bayesiana),4.167903490083735,0.644616118264187,0.002090403982368737,-0.305383881735813,0.8233810922767093,0.0
