grupo,t,banda,rmse_f_PSBPM,mpiw,picp_puntual,I_t_simultaneo
mejores,833,FAR (IC del modelo AR),0.47121077141631396,3.894223995134468,1.0,1.0
mejores,833,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.47121077141631396,3.9090232480565117,1.0,1.0
mejores,833,PSBPM-FD (predictiva bayesiana),0.47121077141631396,3.6176836282014846,1.0,1.0
mejores,701,FAR (IC del modelo AR),0.4877987640045504,3.894223995134468,1.0,1.0
mejores,701,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.4877987640045504,3.9090232480565117,1.0,1.0
mejores,701,PSBPM-FD (predictiva bayesiana),0.4877987640045504,3.650055938164393,1.0,1.0
mejores,943,FAR (IC del modelo AR),0.5389449934942336,3.894223995134468,1.0,1.0
mejores,943,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.5389449934942336,3.9090232480565117,1.0,1.0
mejores,943,PSBPM-FD (predictiva bayesiana),0.5389449934942336,3.6038577302296955,1.0,1.0
mejores,741,FAR (IC del modelo AR),0.5430392556056065,3.894223995134468,1.0,1.0
mejores,741,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.5430392556056065,3.9090232480565117,1.0,1.0
mejores,741,PSBPM-FD (predictiva bayesiana),0.5430392556056065,3.6448780552546185,1.0,1.0
mejores,795,FAR (IC del modelo AR),0.5432539238929515,3.894223995134468,1.0,1.0
mejores,795,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.5432539238929515,3.9090232480565117,1.0,1.0
mejores,795,PSBPM-FD (predictiva bayesiana),0.5432539238929515,3.6858783976236977,1.0,1.0
peores,852,FAR (IC del modelo AR),1.8033550705680181,3.894223995134468,0.6133333333333333,0.0
peores,852,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.8033550705680181,3.909023248056512,0.6,0.0
peores,852,PSBPM-FD (predictiva bayesiana),1.8033550705680181,3.741454780896505,0.56,0.0
peores,850,FAR (IC del modelo AR),1.7911505361646678,3.894223995134468,0.6,0.0
peores,850,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.7911505361646678,3.9090232480565117,0.5866666666666667,0.0
peores,850,PSBPM-FD (predictiva bayesiana),1.7911505361646678,3.551324172814687,0.5733333333333334,0.0
peores,987,FAR (IC del modelo AR),1.7332052397354822,3.894223995134468,0.6666666666666666,0.0
peores,987,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.7332052397354822,3.9090232480565117,0.64,0.0
peores,987,PSBPM-FD (predictiva bayesiana),1.7332052397354822,3.568150360584259,0.56,0.0
peores,962,FAR (IC del modelo AR),1.6708194610525515,3.894223995134468,0.72,0.0
peores,962,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.6708194610525515,3.909023248056512,0.72,0.0
peores,962,PSBPM-FD (predictiva bayesiana),1.6708194610525515,3.4859105002880098,0.6,0.0
peores,705,FAR (IC del modelo AR),1.6492524992406759,3.894223995134468,0.72,0.0
peores,705,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.6492524992406759,3.909023248056512,0.7333333333333333,0.0
peores,705,PSBPM-FD (predictiva bayesiana),1.6492524992406759,3.7792368721961975,0.7466666666666667,0.0
