variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd,FPC 4,FPC 4_sd,FPC 5,FPC 5_sd
fpc_1_lag1,1.0,0.0,0.017249999999999988,0.013081475451951102,0.024500000000000022,0.017677669529663705,0.02849999999999997,0.016970562748477157,0.049250000000000016,0.016617009357883922
fpc_2_lag1,0.03325,0.0031819805153394274,1.0,0.0,0.02799999999999997,0.028991378028648474,0.03125,0.019445436482630113,0.023999999999999966,0.013435028842544414
fpc_3_lag1,0.029249999999999998,0.015202795795510824,0.02150000000000002,0.006363961030678933,1.0,0.0,0.030999999999999972,0.012020815280171319,0.038250000000000006,0.008131727983645342
fpc_4_lag1,0.027749999999999997,0.02156675682618976,0.01974999999999999,0.001060660171779783,0.02300000000000002,0.008485281374238578,1.0,0.0,0.03550000000000003,0.0007071067811865482
fpc_5_lag1,0.023999999999999966,0.0021213203435596446,0.023249999999999993,0.018031222920257016,0.027249999999999996,0.013788582233137728,0.02200000000000002,0.005656854249492385,1.0,0.0
