componente,n_activas,VP,FP,FN,VN,sensibilidad,especificidad,exactitud,auc,pip_media_activas,pip_media_inactivas
FPC 1,5,1,0,4,0,0.2,0.0,0.2,,0.22285,
FPC 2,5,1,0,4,0,0.2,0.0,0.2,,0.21635,
FPC 3,5,1,0,4,0,0.2,0.0,0.2,,0.22054999999999997,
FPC 4,5,1,0,4,0,0.2,0.0,0.2,,0.22254999999999997,
FPC 5,5,1,0,4,0,0.2,0.0,0.2,,0.2294,
