metrica,bloque,columna,minimo,maximo,promedio
1. MAE   (L^1),train,mae_f,0.46550657308258125,1.0617885167310606,0.794123786843939
1. MAE   (L^1),test,mae_f,0.6474021437036321,1.1694331534878508,0.8854184088132377
2. RMSE  (L^2),train,rmse_f,0.6485485032106126,1.2873700033900706,0.990450016721718
2. RMSE  (L^2),test,rmse_f,0.8001811626224901,1.4275340664931204,1.105883668146354
"3. Error maximo (L^inf, prom. por curva)",train,linf_medio,0.8754394069961394,1.7286716664859534,1.3329208184536718
"3. Error maximo (L^inf, prom. por curva)",test,linf_medio,1.1193436905651537,1.9281079509565813,1.5149249574526076
4. Winkler,train,winkler,3.5735982375089153,7.7360092859072775,5.07056159047337
4. Winkler,test,winkler,3.596768418023968,10.211498321475668,6.293222170671307
6a. PICP puntual,train,picp,0.789,0.982,0.8969074074074074
6a. PICP puntual,test,picp,0.7305,0.963,0.85639592760181
6b. PICP simultaneo (curva completa),train,picp_simultaneo,0.35,0.9,0.5919444444444444
6b. PICP simultaneo (curva completa),test,picp_simultaneo,0.2,0.8,0.4794117647058823
7. MPIW,train,mpiw,3.3286131308906706,3.4938174478804003,3.396965964445229
7. MPIW,test,mpiw,3.3534006708133695,3.677305927184351,3.495130259927491
