grupo,t,banda,rmse_f_PSBPM,mpiw,picp_puntual,I_t_simultaneo
mejores,597,FAR (IC del modelo AR),0.14509389068883383,3.9125628801685206,1.0,1.0
mejores,597,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.14509389068883383,3.912900482726954,1.0,1.0
mejores,597,PSBPM-FD (predictiva bayesiana),0.14509389068883383,3.2951410748949272,1.0,1.0
mejores,644,FAR (IC del modelo AR),0.20292468463427688,3.91256288016852,1.0,1.0
mejores,644,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.20292468463427688,3.912900482726954,1.0,1.0
mejores,644,PSBPM-FD (predictiva bayesiana),0.20292468463427688,3.4395648726040964,1.0,1.0
mejores,742,FAR (IC del modelo AR),0.207293103009625,3.91256288016852,1.0,1.0
mejores,742,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.207293103009625,3.912900482726954,1.0,1.0
mejores,742,PSBPM-FD (predictiva bayesiana),0.207293103009625,3.883161711525172,1.0,1.0
mejores,668,FAR (IC del modelo AR),0.2105687538343338,3.9125628801685206,1.0,1.0
mejores,668,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.2105687538343338,3.912900482726954,1.0,1.0
mejores,668,PSBPM-FD (predictiva bayesiana),0.2105687538343338,3.337787375450134,1.0,1.0
mejores,627,FAR (IC del modelo AR),0.23701539430562468,3.9125628801685206,1.0,1.0
mejores,627,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.23701539430562468,3.912900482726954,1.0,1.0
mejores,627,PSBPM-FD (predictiva bayesiana),0.23701539430562468,3.228064542710781,1.0,1.0
peores,647,FAR (IC del modelo AR),2.750198709288735,3.9125628801685206,0.13,0.0
peores,647,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.750198709288735,3.912900482726954,0.13,0.0
peores,647,PSBPM-FD (predictiva bayesiana),2.750198709288735,3.3058241218328477,0.0,0.0
peores,738,FAR (IC del modelo AR),2.6892455507344573,3.9125628801685206,0.02,0.0
peores,738,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.6892455507344573,3.912900482726954,0.02,0.0
peores,738,PSBPM-FD (predictiva bayesiana),2.6892455507344573,3.4249084442667663,0.0,0.0
peores,663,FAR (IC del modelo AR),2.4512068945599816,3.91256288016852,0.28,0.0
peores,663,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.4512068945599816,3.912900482726954,0.28,0.0
peores,663,PSBPM-FD (predictiva bayesiana),2.4512068945599816,3.3578564345673656,0.0,0.0
peores,745,FAR (IC del modelo AR),2.415512424965778,3.91256288016852,0.25,0.0
peores,745,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.415512424965778,3.912900482726954,0.24,0.0
peores,745,PSBPM-FD (predictiva bayesiana),2.415512424965778,3.5848911704542115,0.0,0.0
peores,613,FAR (IC del modelo AR),2.3758504777657845,3.9125628801685206,0.16,0.0
peores,613,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.3758504777657845,3.912900482726954,0.16,0.0
peores,613,PSBPM-FD (predictiva bayesiana),2.3758504777657845,3.3690060226549394,0.0,0.0
