variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd,FPC 4,FPC 4_sd,FPC 5,FPC 5_sd
fpc_1_lag1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.028249999999999997,0.015909902576697294
fpc_2_lag1,0.019999999999999962,0.0035355339059327407,0.80775,0.006010407640085699,0.022249999999999992,0.014495689014324197,0.012249999999999983,0.002474873734152958,1.0,0.0
fpc_3_lag1,0.01799999999999996,0.006363961030678933,0.025000000000000022,0.0,0.7797499999999999,0.003181980515339506,0.03249999999999997,0.0028284271247461927,0.019000000000000017,0.007071067811865481
fpc_4_lag1,0.014499999999999957,0.0014142135623730963,0.02174999999999999,0.0045961940777126025,0.016000000000000014,0.0014142135623730963,0.7955,0.004949747468305759,0.016249999999999987,0.006717514421272247
fpc_5_lag1,0.027749999999999997,0.011667261889578083,0.019999999999999962,0.0035355339059327407,0.011499999999999955,0.004242640687119289,0.02174999999999999,0.008131727983645264,0.7735,0.0028284271247461927
