metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.36856940503239877,0.6564571033504203,0.4940195699908913
1. MAE  (L^1),test,mae_f,0.3928443217041056,0.6669090156523586,0.5111577435046021
2. RMSE (L^2),train,rmse_f,0.7974865120981962,1.6071859423117876,1.2206458178263662
2. RMSE (L^2),test,rmse_f,0.9646982004694888,1.5758477041147547,1.2561096192323202
3. E_max promedio por curva,train,linf_medio,4.220612658008024,9.045747534396007,6.721338688004717
3. E_max promedio por curva,test,linf_medio,4.30666077752114,8.636675015897794,6.7484661655018225
4. E_max peor de la ventana,train,linf_max,9.296565078044837,26.093622523636682,18.097718854225445
4. E_max peor de la ventana,test,linf_max,11.310734645448235,25.527212972051885,16.898435039388634
5. MPIW,train,mpiw,2.7313008640536713,3.016538757102732,2.864033930409868
5. MPIW,test,mpiw,2.7764232362285566,3.0514600023517455,2.880915069744452
6. PICP puntual,train,picp,0.868,0.998,0.959662962962963
6. PICP puntual,test,picp,0.9085,0.997,0.951868778280543
7. PICPB curva completa,train,picp_simultaneo,0.45,0.95,0.7147222222222223
7. PICPB curva completa,test,picp_simultaneo,0.5,0.95,0.6936651583710407
8. Winkler,train,winkler,2.6105329738666714,4.218860627643879,3.170761763277917
8. Winkler,test,winkler,2.676153620758896,4.19932056385662,3.307929684516054
9. Winkler max promedio,train,winkler_max_medio,29.700900783610074,80.17058081236185,41.72132329849154
9. Winkler max promedio,test,winkler_max_medio,29.76862223099159,54.251116603147885,39.14471081424891
10. Winkler max peor ventana,train,winkler_max_glob,30.845738128640036,483.3877872323273,175.91254222517955
10. Winkler max peor ventana,test,winkler_max_glob,31.797143711357627,365.06049701707934,150.62485455459142
