metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.6192902792913919,1.323146137346843,1.0307161378776606
1. MAE  (L^1),test,mae_f,0.6799883191761398,1.2353205966462064,0.9947073342726036
2. RMSE (L^2),train,rmse_f,0.8026330283969431,1.690231159756065,1.3534531592136374
2. RMSE (L^2),test,rmse_f,0.8951768072128399,1.5839362338690053,1.30277898410654
3. E_max promedio por curva,train,linf_medio,1.9051520241906688,3.573904691618567,2.857009665851019
3. E_max promedio por curva,test,linf_medio,2.0845365518066066,3.4514661312630794,2.897646064040107
4. E_max peor de la ventana,train,linf_max,4.011064421456866,6.3248252357085235,5.3922955687545615
4. E_max peor de la ventana,test,linf_max,3.703506384128781,6.194563679618956,5.292368748583416
5. MPIW,train,mpiw,4.1530896775512325,4.442688903544606,4.308221346329798
5. MPIW,test,mpiw,4.164692038859862,4.432587813119571,4.325684643473961
6. PICP puntual,train,picp,0.8053333333333333,0.9604444444444444,0.8644696517412935
6. PICP puntual,test,picp,0.8182222222222222,0.9315555555555556,0.861749897498975
7. PICPB curva completa,train,picp_simultaneo,0.0,0.13333333333333333,0.03686567164179105
7. PICPB curva completa,test,picp_simultaneo,0.0,0.13333333333333333,0.031734317343173425
8. Winkler,train,winkler,4.596714322363307,9.232474979379097,7.4700435946322665
8. Winkler,test,winkler,5.343028782409556,9.185011581286153,7.657911144015256
9. Winkler max promedio,train,winkler_max_medio,19.523487955910294,69.06509873661244,47.38032893593381
9. Winkler max promedio,test,winkler_max_medio,28.390280219325856,73.03257128938021,51.962287064207764
10. Winkler max peor ventana,train,winkler_max_glob,86.11413980787427,145.5581442131405,121.67588501113131
10. Winkler max peor ventana,test,winkler_max_glob,80.21726559357653,148.52017789030188,126.35089518967774
