metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.6986386806908786,0.9676259365337622,0.8173406293300188
1. MAE  (L^1),test,mae_f,0.7625577254250133,0.9851711325004905,0.8509449407691406
2. RMSE (L^2),train,rmse_f,0.8795211026970484,1.1828642463861392,1.0234154524929224
2. RMSE (L^2),test,rmse_f,0.9630446299758524,1.2174085256474114,1.0557099696456107
3. E_max promedio por curva,train,linf_medio,1.713143649152478,2.284437765924814,1.9669020366585537
3. E_max promedio por curva,test,linf_medio,1.8145937016373428,2.2671683082642384,2.0154615095242274
4. E_max peor de la ventana,train,linf_max,2.379917447744366,4.05195044546141,3.126149497846536
4. E_max peor de la ventana,test,linf_max,2.554448098312945,4.008968217052849,3.1238847709590445
5. MPIW,train,mpiw,2.4951146044530255,2.6053304370498047,2.544253221297013
5. MPIW,test,mpiw,2.5169309275707055,2.6425887419440848,2.5495517212351166
6. PICP puntual,train,picp,0.6686666666666666,0.8446666666666667,0.763920987654321
6. PICP puntual,test,picp,0.68,0.8093333333333333,0.7519306184012067
7. PICPB curva completa,train,picp_simultaneo,0.0,0.15,0.038240740740740735
7. PICPB curva completa,test,picp_simultaneo,0.0,0.05,0.018099547511312215
8. Winkler,train,winkler,5.106472247494466,9.96605873208836,7.475778349247178
8. Winkler,test,winkler,5.982161889013257,10.41941110594868,7.916477785292107
9. Winkler max promedio,train,winkler_max_medio,28.87880765488357,51.208944361546834,39.14923201175858
9. Winkler max promedio,test,winkler_max_medio,32.51644871744116,50.91330336409483,41.81341614974734
10. Winkler max peor ventana,train,winkler_max_glob,57.191982792340404,124.30443629934376,87.34473652483422
10. Winkler max peor ventana,test,winkler_max_glob,68.54707580675176,141.27268804255488,91.5064715352505
