objetivo,metrica,bloque,columna,minimo,maximo,promedio,M
curva_suavizada,1. MAE  (L^1),train,mae_f,0.33129186441956116,0.5989083005972262,0.45398370085528356,1
curva_suavizada,1. MAE  (L^1),test,mae_f,0.32717738625733017,0.6322162211888466,0.4843157469587906,1
curva_suavizada,2. RMSE (L^2),train,rmse_f,0.4254947977582414,0.7450540001259051,0.585538443624295,1
curva_suavizada,2. RMSE (L^2),test,rmse_f,0.42500835456190994,0.8198337405044203,0.6305432823835162,1
curva_suavizada,3. E_max promedio por curva,train,linf_medio,0.7080096748038842,1.1709310608664614,0.9343297257690076,1
curva_suavizada,3. E_max promedio por curva,test,linf_medio,0.7965023657337811,1.273787096079691,1.0154941731267382,1
curva_suavizada,4. E_max peor de la ventana,train,linf_max,1.373584989904818,2.669598722108303,2.070827100157766,1
curva_suavizada,4. E_max peor de la ventana,test,linf_max,1.3089634831782484,3.7458119431374923,2.301876722077174,1
curva_suavizada,5. MPIW,train,mpiw,1.1057163837483452,1.583594076043335,1.3449587728946826,1
curva_suavizada,5. MPIW,test,mpiw,1.1616917676136942,1.5909446802823128,1.3782491777809973,1
curva_suavizada,6. PICP puntual,train,picp,0.5964444444444444,0.7435555555555555,0.6803145094119607,1
curva_suavizada,6. PICP puntual,test,picp,0.6035555555555555,0.7533333333333333,0.6817515375153751,1
curva_suavizada,7. PICPB curva completa,train,picp_simultaneo,0.0,0.03333333333333333,0.0074962518740629685,1
curva_suavizada,7. PICPB curva completa,test,picp_simultaneo,0.0,0.06666666666666667,0.00959409594095941,1
curva_suavizada,8. Winkler,train,winkler,3.1124219097802794,6.485789341190266,4.569665275342256,1
curva_suavizada,8. Winkler,test,winkler,3.1048138894124544,7.018251910366359,4.883532711481298,1
curva_suavizada,9. Winkler max promedio,train,winkler_max_medio,10.498330741348525,20.34943850113525,14.8675204352256,1
curva_suavizada,9. Winkler max promedio,test,winkler_max_medio,10.173991996609555,22.943661911329595,15.849170162129829,1
curva_suavizada,10. Winkler max peor ventana,train,winkler_max_glob,21.80415128108021,48.550035393376575,38.6820500213539,1
curva_suavizada,10. Winkler max peor ventana,test,winkler_max_glob,24.344063600331264,58.37635341794813,41.5133862482165,1
representacion_fpca,1. MAE  (L^1),train,mae_f,0.20926644506960929,0.45193620561957526,0.32417266671803996,1
representacion_fpca,1. MAE  (L^1),test,mae_f,0.20620475747733588,0.4923878205562507,0.3594862882671928,1
representacion_fpca,2. RMSE (L^2),train,rmse_f,0.3355676076446817,0.6382083729679882,0.47501906653264714,1
representacion_fpca,2. RMSE (L^2),test,rmse_f,0.28994319239703753,0.7197688884178379,0.5169875798725005,1
representacion_fpca,3. E_max promedio por curva,train,linf_medio,0.3927209583710838,0.848128421804428,0.6083603145686878,1
representacion_fpca,3. E_max promedio por curva,test,linf_medio,0.3869752264881222,0.9240421545593608,0.6746318054124489,1
representacion_fpca,4. E_max peor de la ventana,train,linf_max,1.012961178572076,2.384003874946697,1.8584158222452278,1
representacion_fpca,4. E_max peor de la ventana,test,linf_max,0.9350040150862684,3.061030798674769,1.9041822928778587,1
representacion_fpca,5. MPIW,train,mpiw,1.1057163837483452,1.583594076043335,1.3449587728946826,1
representacion_fpca,5. MPIW,test,mpiw,1.1616917676136942,1.5909446802823128,1.3782491777809973,1
representacion_fpca,6. PICP puntual,train,picp,0.8666666666666667,1.0,0.9626686656671665,1
representacion_fpca,6. PICP puntual,test,picp,0.8333333333333334,1.0,0.9541205412054122,1
representacion_fpca,7. PICPB curva completa,train,picp_simultaneo,0.8666666666666667,1.0,0.9626686656671665,1
representacion_fpca,7. PICPB curva completa,test,picp_simultaneo,0.8333333333333334,1.0,0.9541205412054122,1
representacion_fpca,8. Winkler,train,winkler,1.1531015808075082,1.8984051601008856,1.4671098766293043,1
representacion_fpca,8. Winkler,test,winkler,1.1516494254896537,2.1038013377646387,1.524796012409318,1
representacion_fpca,9. Winkler max promedio,train,winkler_max_medio,2.163974055961545,3.5626518795377673,2.753259351225134,1
representacion_fpca,9. Winkler max promedio,test,winkler_max_medio,2.161248861160524,3.948109680529392,2.8615163368145624,1
representacion_fpca,10. Winkler max peor ventana,train,winkler_max_glob,3.0698291778930997,23.20488840885494,8.842480259078776,1
representacion_fpca,10. Winkler max peor ventana,test,winkler_max_glob,3.184878933716936,17.898288295314316,8.891174943414914,1
curva_suavizada,1. MAE  (L^1),train,mae_f,0.322946060187748,0.5887089949258585,0.44996690953785906,2
curva_suavizada,1. MAE  (L^1),test,mae_f,0.3238808290461078,0.6298066770375812,0.4820471830880018,2
curva_suavizada,2. RMSE (L^2),train,rmse_f,0.4194255267048226,0.7378941600262819,0.5822557434631667,2
curva_suavizada,2. RMSE (L^2),test,rmse_f,0.423115889406569,0.8206181268216949,0.6297940133423455,2
curva_suavizada,3. E_max promedio por curva,train,linf_medio,0.7106689119915309,1.1641332369564155,0.9305265995492538,2
curva_suavizada,3. E_max promedio por curva,test,linf_medio,0.8074125593163061,1.2683611461857487,1.012626357405555,2
curva_suavizada,4. E_max peor de la ventana,train,linf_max,1.333227101743601,2.6636345577614624,2.081822577152598,2
curva_suavizada,4. E_max peor de la ventana,test,linf_max,1.305466684859966,3.7536166909735735,2.3212234724016456,2
curva_suavizada,5. MPIW,train,mpiw,1.6723287220282492,2.1366244771510767,1.8985116679054082,2
curva_suavizada,5. MPIW,test,mpiw,1.7011923934607518,2.1292563213928943,1.9361915879277574,2
curva_suavizada,6. PICP puntual,train,picp,0.8737777777777778,0.9853333333333333,0.927711477594536,2
curva_suavizada,6. PICP puntual,test,picp,0.8195555555555556,0.972,0.907450594505945,2
curva_suavizada,7. PICPB curva completa,train,picp_simultaneo,0.4666666666666667,0.9333333333333333,0.6556221889055472,2
curva_suavizada,7. PICPB curva completa,test,picp_simultaneo,0.4,0.8,0.5803198031980319,2
curva_suavizada,8. Winkler,train,winkler,1.8912657854642325,2.9698708946871712,2.35439408268032,2
curva_suavizada,8. Winkler,test,winkler,1.8245164171415973,3.7101364727044817,2.6384892796231307,2
curva_suavizada,9. Winkler max promedio,train,winkler_max_medio,2.982199325466641,8.086434565387785,5.170416956955791,2
curva_suavizada,9. Winkler max promedio,test,winkler_max_medio,3.279436452127256,10.148064838342314,6.2115489653414055,2
curva_suavizada,10. Winkler max peor ventana,train,winkler_max_glob,12.060613417277402,31.695231741193673,22.445002207855243,2
