bloque,objetivo,banda,winkler,picp,ee_picp,ace,mpiw,picp_simultaneo
test,curva_suavizada,FAR (IC del modelo AR),5.788099578268472,0.9399555555555555,0.0015837944470416955,-0.010044444444444411,4.385979061365842,0.5166666666666667
test,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",6.130112391155949,0.9409333333333333,0.0015716628922620723,-0.009066666666666667,4.85405450236633,0.59
test,curva_suavizada,PSBPM-FD (predictiva bayesiana),9.279681610420608,0.6921777777777778,0.0030772838075765964,-0.2578222222222222,3.412027283031661,0.0
test,representacion_fpca,FAR (IC del modelo AR),4.733519277075619,0.9813333333333333,0.000902298847320856,0.031333333333333324,4.385979061365842,0.9533333333333334
test,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",5.005275896461034,0.9850666666666666,0.0008085742977993607,0.03506666666666669,4.85405450236633,0.96
test,representacion_fpca,PSBPM-FD (predictiva bayesiana),3.507015529961112,0.9733333333333334,0.0010740485309861832,0.023333333333333428,3.412027283031661,0.9733333333333334
train,curva_suavizada,FAR (IC del modelo AR),6.205752483509644,0.9337356321839081,0.0010887213613076305,-0.016264367816091863,4.385979061365842,0.5761494252873564
train,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",6.404686265299319,0.9309578544061302,0.001109652250639766,-0.01904214559386974,4.85405450236633,0.610632183908046
train,curva_suavizada,PSBPM-FD (predictiva bayesiana),9.012056876549831,0.6807088122605364,0.002040510816010648,-0.2692911877394636,3.377093636502841,0.0
train,representacion_fpca,FAR (IC del modelo AR),5.024659359320056,0.966360153256705,0.0007891530871203284,0.016360153256705035,4.385979061365842,0.9281609195402298
train,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",5.0949178617944595,0.9720689655172414,0.0007212017933514605,0.022068965517241468,4.85405450236633,0.9295977011494253
train,representacion_fpca,PSBPM-FD (predictiva bayesiana),3.518314440081663,0.9698275862068966,0.0007487158769177273,0.01982758620689662,3.377093636502841,0.9698275862068966
