componente,n_activas,VP,FP,FN,VN,sensibilidad,especificidad,exactitud,auc,pip_media_activas,pip_media_inactivas
FPC 1,4,1,0,3,0,0.25,0.0,0.25,,0.30668749999999995,
FPC 2,4,0,0,4,0,0.0,0.0,0.0,,0.23612500000000003,
FPC 3,4,1,0,3,0,0.25,0.0,0.25,,0.25506249999999997,
FPC 4,4,0,0,4,0,0.0,0.0,0.0,,0.15518750000000003,
FPC 5,4,0,0,4,0,0.0,0.0,0.0,,0.221375,
FPC 6,4,1,0,3,0,0.25,0.0,0.25,,0.406875,
FPC 7,4,0,0,4,0,0.0,0.0,0.0,,0.14825,
