M,grupo,n,sarle_modelo,sarle_oraculo,razon
1,deterministas,259,0.370834003462946,0.3858247685206641,0.9611461827212494
1,ambiguos,140,0.3697470664146148,0.4725528132348507,0.7824460167394174
1,bimodales,70,0.4887597345186734,0.5806563623512816,0.8417366384129737
