M,media incondicional,mejor lineal (VAR),PSBPM-FD,oráculo (proyectado),brecha lineal-oráculo,ganancia_lineal_sobre_incondicional,fraccion_brecha_recuperada
1,3.184461346140699,3.1780866686379046,3.230493609483242,2.0940253233142214,1.0840613453236831,0.002001807153514358,-0.04834315057114201
