M,objeto,estrato,n,cobertura,ancho_medio,desvio,crps
1,score 1,determinista,259,0.9459459459459459,3.2845238325678703,-0.0014224751066855834,0.5439858998374675
1,score 1,ambiguo,140,0.95,3.3266898690589835,0.0026315789473684292,0.5375883965259471
1,curva,determinista,259,0.9145100699154753,5.016456482975048,-0.0024444786180205513,
1,curva,ambiguo,140,0.9214768339768341,5.069217322977196,0.004522285443338214,
