t,signo,p_signo_pos,z_lag,ambiguedad,ambiguo,norma_arrastre,bimodal,nivel_curva,bloque
30,1,0.7966555063788547,0.20743359127969943,0.20334449362114526,0,0.5743989839090865,0,2.0075116069894556,train
31,1,0.48629745202727764,-0.008588487593493907,0.48629745202727764,1,1.7771251477994763,1,1.8480541917357178,train
32,1,0.8154060606882452,0.22449890778876933,0.18459393931175483,0,1.6351259087757748,0,3.404568194268144,train
33,1,0.7110892905049833,0.13914244022168876,0.28891070949501674,1,3.0461256238984893,1,3.3148036957723677,train
34,-1,0.2839970032052518,-0.14275207875937268,0.2839970032052518,1,2.928869483416073,1,-3.267708644036601,train
35,1,0.2269882075152334,-0.18720055767945745,0.2269882075152334,0,2.9017214374250617,0,-3.1995311704157223,train
36,-1,0.03737385942282141,-0.4455023193516927,0.0373738594228214,0,2.822184252155094,0,2.5696156340926124,train
37,-1,0.06361412594320413,-0.38128092000786895,0.06361412594320415,0,2.266322932711908,0,-2.327226026705796,train
38,-1,0.6914865008167015,0.1250170706622129,0.3085134991832985,1,2.0868688136717535,1,1.493201107322789,train
39,1,0.18177264723924652,-0.22715758090166602,0.18177264723924652,0,1.316440807376659,0,0.7854577808580333,train
40,-1,0.6613424895125679,0.10403245134625097,0.3386575104874321,1,0.6739922144858228,0,-0.49557826065852406,train
41,1,0.710252369336862,0.1385305341529231,0.289747630663138,1,0.42516237045704497,0,-2.0675386045143025,train
42,1,0.9429361685799853,0.39497729912554325,0.0570638314200147,0,1.8577006248565389,0,-1.469587550505444,train
43,-1,0.7472356124572304,0.1664539771691796,0.25276438754276964,1,1.2925877699527326,1,0.8178169037235933,train
44,1,0.8545976583693827,0.2640895019387499,0.14540234163061727,0,0.7164618600767528,0,0.7318617393451392,train
45,-1,0.6634262607292487,0.10545805761191095,0.3365737392707513,1,0.6471245416460041,0,-0.4770787453982241,train
46,-1,0.5789064856025556,0.04977419858010707,0.42109351439744436,1,0.43333788890499714,0,1.6962047961407374,train
47,-1,0.023555100886922524,-0.49632702866235284,0.02355510088692253,0,1.5124545890902457,0,-2.325386145570196,train
48,1,0.31788942921446517,-0.11840221421837374,0.31788942921446517,1,2.08615396103903,1,-0.9104756317215532,train
49,-1,0.28829701183214373,-0.13959166890414101,0.28829701183214373,1,0.8235380705170824,0,1.1816249464637278,train
50,-1,0.22461736213369154,-0.1891728683808809,0.22461736213369154,0,1.0351445786587725,0,-2.2731483471927554,train
51,1,0.7688261553342798,0.18374663592042365,0.23117384466572022,0,2.037253547994239,0,-1.1772645490380385,train
52,1,0.6640998161762155,0.10591960080239086,0.3359001838237845,1,1.0349927444646159,1,-1.0406054335366066,train
53,1,0.8120759005610041,0.22139300300090795,0.1879240994389959,0,0.9304198719197138,0,-0.4651226592602661,train
54,-1,0.15162159136953363,-0.2573758500894915,0.15162159136953363,0,0.4164487431711828,0,2.3784297911473464,train
55,-1,0.35785826830207934,-0.09104736515286604,0.35785826830207934,1,2.096101551766737,1,-1.2965660074055068,train
56,-1,0.5480554504408827,0.030187485895906096,0.45194454955911734,1,1.1423013769875736,1,0.4402197192937935,train
57,-1,0.1504427004679746,-0.258634136493441,0.1504427004679746,0,0.37687764235135623,0,0.5474208924394478,train
58,-1,0.29219655191190974,-0.13674477028466023,0.29219655191190974,1,0.4993655984074221,0,0.5280203353196198,train
59,-1,0.5616817403616521,0.038808603308861,0.4383182596383479,1,0.4955273128701346,0,-1.5699428914122127,train
60,-1,0.31371970313767483,-0.12133351232673233,0.31371970313767483,1,1.3960112816563963,1,2.125576034018076,train
61,-1,0.08948267532677756,-0.3359868856310671,0.08948267532677756,0,1.920832031301286,0,-1.5237057136491392,train
62,1,0.5993764286035305,0.06293334867272535,0.40062357139646954,1,1.3837717849963562,1,-1.221132934215671,train
63,1,0.12514481786616605,-0.28741154131840957,0.12514481786616605,0,1.098792934374981,0,-1.2362386491743471,train
64,-1,0.02521887279312001,-0.4890581802774656,0.025218872793120017,0,1.0932513394027557,0,0.3132554220401014,train
65,1,0.19247076747633007,-0.2172068540785781,0.19247076747633007,0,0.2667960942726389,0,0.33883593417841384,train
66,-1,0.8538472670868325,0.2632693794695197,0.14615273291316755,0,0.28562283068385247,0,-1.6435556610276352,train
67,-1,0.04563143034459566,-0.422193353313082,0.04563143034459566,0,1.4678280564230088,0,1.868468251472719,train
68,-1,0.15733673956565963,-0.251365998299256,0.15733673956565963,0,1.6657312024709405,0,-1.2161204006710187,train
69,-1,0.9671512965692258,0.4601206664513446,0.03284870343077417,0,1.092563521819374,0,-0.9317893852604571,train
70,1,0.7307272251417406,0.15375347164443726,0.2692727748582594,1,0.8144432854949776,0,-0.33117234774816795,train
71,-1,0.16472760858630342,-0.2438029464229642,0.16472760858630342,0,0.28376386930032843,0,-0.5263844213201581,train
72,-1,0.08188271203604591,-0.34812964103695315,0.08188271203604591,0,0.46323827193548517,0,-0.42066527655360453,train
73,-1,0.48430634180057097,-0.009837079696676996,0.48430634180057097,1,0.39638345352558413,0,-1.0940460603707534,train
74,1,0.9944057780835267,0.6341893655882646,0.0055942219164732965,0,0.9747611402686518,0,-0.9326443628859922,train
75,1,0.9999068270631045,0.9342105206218354,9.317293689548034e-05,0,0.8155160818383322,0,-2.7023369509897686,train
76,-1,0.7497601239040734,0.16843377112872013,0.25023987609592657,1,2.3978621910351725,1,3.6223359695239727,train
77,1,0.985061495953707,0.5429292744065285,0.014938504046293044,0,3.224973012161558,0,2.6947698148741144,train
78,1,0.4781917432259491,-0.013673111852520582,0.4781917432259491,1,2.388779337812867,1,2.040006141138255,train
79,-1,0.2703134684728271,-0.15296630405082,0.2703134684728271,1,1.7995667526885109,1,-1.2735445670480094,train
80,-1,0.309386278287873,-0.12439767622306859,0.309386278287873,1,1.120322004503114,1,2.0182513216085947,train
81,1,0.67368382828537,0.1125270780892032,0.32631617171463,1,1.794469021023909,1,1.759972970844187,train
82,-1,0.07308776610197949,-0.36329342515605134,0.07308776610197948,0,1.559540349323459,0,-2.36807922053065,train
83,-1,0.17410127697635752,-0.23452036252146216,0.17410127697635752,0,2.1000860687309237,0,2.91067602487978,train
84,-1,0.24127813390108904,-0.17554926942744642,0.24127813390108904,0,2.595076488644344,0,-3.318806040030974,train
85,1,0.9231328446174745,0.35661612178142765,0.07686715538252553,0,2.954482233643105,0,-1.9298648943844376,train
86,1,0.7541183602916679,0.17187675465318056,0.2458816397083321,0,1.7436504406234679,0,-2.3670432131660877,train
87,1,0.33883128359778425,-0.10391371827396316,0.33883128359778425,1,2.09169476663711,1,-2.346617645008404,train
88,-1,0.10798359981703687,-0.3093307451160856,0.10798359981703687,0,2.0915017096991346,0,0.5009368229269291,train
89,1,0.6125296962219623,0.07147960426343264,0.3874703037780377,1,0.44826595841903166,0,1.2019359135989718,train
90,-1,0.26982090310926066,-0.15333868481557172,0.26982090310926066,1,1.0762355095069032,1,0.4165787772384309,train
91,-1,0.11179138451991294,-0.3042640926323472,0.11179138451991294,0,0.38229809509134055,0,0.10154160520936409,train
92,1,0.623677717255424,0.0787885541128913,0.376322282744576,1,0.07758237991124488,0,-0.2583670500106088,train
93,-1,0.3872650604483482,-0.07161359782641866,0.3872650604483482,1,0.23914302162248896,0,0.38210475005768296,train
94,-1,0.004184353924886094,-0.6592051490272552,0.004184353924886086,0,0.391220237227607,0,0.16415383623085927,train
95,-1,0.35888091416131873,-0.09036291737333996,0.35888091416131873,1,0.13090294832307353,0,-0.4437092233923952,train
96,-1,0.005336082473231025,-0.6383134900377546,0.00533608247323103,0,0.38587988982993243,0,0.62057096887966,train
97,1,0.9272462353593965,0.3638961124736658,0.07275376464060346,0,0.5670668013156217,0,1.01225219101203,train
98,-1,0.27206066725944933,-0.15164814166636728,0.27206066725944933,1,0.9043656663439533,0,-0.1485020453808085,train
99,1,0.9999715355066764,1.0062978563572105,2.8464493323610007e-05,0,0.22682892406773045,0,-1.058215215970812,train
100,1,0.8828351224582035,0.2973198396731818,0.1171648775417965,0,0.9322704774266645,0,-1.0970499228969708,train
101,-1,0.18726995015638115,-0.22200039551170478,0.18726995015638115,0,0.9874721548151331,0,1.4447756101431866,train
102,-1,0.7998480043275167,0.21026961050557966,0.20015199567248332,0,1.3149234729904273,0,-1.1570436814387,train
103,-1,0.6534543538203412,0.0986658584038904,0.3465456461796588,1,1.0247870789209685,1,1.2837822443615428,train
104,-1,0.028729576452519626,-0.4749504152155283,0.028729576452519612,0,1.1446724501651973,0,0.25786085226141126,train
105,-1,0.13055617824968524,-0.2809414719195513,0.13055617824968524,0,0.2289465058951797,0,-1.4999526302511892,train
106,-1,0.5227515615193621,0.014265164105260398,0.4772484384806379,1,1.34345656684394,1,1.4973274433237316,train
107,-1,0.08862608834217067,-0.3373160060361616,0.08862608834217067,0,1.3240372042764532,0,-1.3606557903590542,train
108,-1,0.46910345243120016,-0.01938093545566211,0.46910345243120016,1,1.1867646177830191,1,0.6433181509565838,train
109,1,0.8846580158859423,0.29964971079808717,0.11534198411405772,0,0.5584038326715072,0,1.1172918970313386,train
110,-1,0.050444638402163074,-0.4101394068965205,0.05044463840216307,0,1.010697843443701,0,0.48702526467494445,train
111,1,0.588446002090873,0.05588733209912031,0.41155399790912695,1,0.4463703005227941,0,-0.3039685819886735,train
112,-1,0.5192081512850132,0.01204157822300688,0.4807918487149868,1,0.27952032976172647,0,0.04117217579317993,train
113,1,0.9904137966011723,0.5855404231423846,0.009586203398827653,0,0.12806789914888683,0,0.5093985252886168,train
114,-1,0.20119894837070523,-0.20933659472910857,0.20119894837070523,0,0.4822789559574178,0,-0.8079877007138673,train
115,-1,0.3053515443197832,-0.12726752514336412,0.3053515443197832,1,0.7489873177498703,0,-0.20618013307089422,train
116,1,0.3991615288415056,-0.06387949522273094,0.3991615288415056,1,0.17414202225956757,0,-0.4216515002700971,train
117,1,0.7753232786242228,0.18912334385338378,0.2246767213757772,0,0.3531866244155598,0,0.4627756298534298,train
118,1,0.9690666284464439,0.4668123944790762,0.030933371553556133,0,0.41548731160064856,0,-1.8608260720741578,train
119,1,0.995549645758596,0.6539611226875588,0.004450354241404053,0,1.671515934244935,0,-3.207038127646726,train
120,-1,0.6352022638757066,0.08641592347434683,0.36479773612429345,1,2.8475292544579363,1,3.0708281947239495,train
121,1,0.6044591501650911,0.06622655724989196,0.3955408498349089,1,2.70093103270629,1,2.250228196475141,train
122,1,0.9889761651089287,0.5723864079060302,0.011023834891071282,0,2.0040366550842204,0,2.0200169178774656,train
123,-1,0.6916157850325914,0.125108886367985,0.30838421496740864,1,1.7751283758482612,1,-1.9330078474641907,train
124,-1,0.2527624360842571,-0.16645550351826455,0.2527624360842571,1,1.7297370295072152,1,0.2663486198231212,train
125,1,0.829555323133119,0.23810236989251257,0.17044467686688103,0,0.21466847339031178,0,1.1951237324233575,train
126,1,0.09298134711438699,-0.33065431288744757,0.09298134711438699,0,1.0550319709554732,0,2.103152699274662,train
127,-1,0.8458042137870743,0.2546507010710297,0.15419578621292573,0,1.8759919616053693,0,-3.2241829842105383,train
128,-1,0.023967402710106958,-0.49448648539121337,0.023967402710106944,0,2.858370870716896,0,3.281744407164733,train
129,1,0.8637968047789797,0.2743844361074748,0.1362031952210203,0,2.91619110122886,0,2.609499932380145,train
130,-1,0.3545515194169452,-0.09326525180532413,0.3545515194169452,1,2.3023059309147293,1,-2.507351894307813,train
131,-1,0.5515736770262792,0.03240956045219867,0.44842632297372076,1,2.2047824322240235,1,1.0883333717853974,train
132,-1,0.007390302583087537,-0.60942762921084,0.007390302583087538,0,0.9520502108852715,0,-0.8724004454954587,train
133,1,0.5003336215171962,0.00020906630637535916,0.4996663784828038,1,0.7499012348966786,0,-0.5035843326344942,train
134,1,0.9420217525209038,0.3929935928939099,0.05797824747909619,0,0.44198717163480483,0,-1.6078250836491663,train
135,1,0.9872618331734355,0.5585256094513572,0.012738166826564479,0,1.422647070836838,0,-1.7184545771726474,train
136,-1,0.6074026883440133,0.06813897244891584,0.39259731165598666,1,1.5271835126644702,1,1.2212639967491985,train
137,-1,0.017505024733135578,-0.5270605363375296,0.017505024733135588,0,1.0840601599407047,0,-1.2284207166350711,train
138,1,0.929262131099929,0.3675794172772098,0.07073786890007105,0,1.0898995363815862,0,-0.6670994390232037,train
139,1,0.9960490414047505,0.6640580632578845,0.003950958595249521,0,0.6226040738200043,0,-0.3128331217644502,train
140,1,0.7368806891814302,0.15843955561120374,0.26311931081856976,1,0.25542231989615566,0,0.19803932662502977,train
141,-1,0.48272467884288794,-0.010829087610947329,0.48272467884288794,1,0.1824263337690003,0,-0.3196048046127667,train
142,-1,0.04926774246855329,-0.4129988544761546,0.04926774246855331,0,0.31859139962263144,0,0.8314556363123186,train
143,1,0.47618350742807514,-0.014933649766473852,0.47618350742807514,1,0.7384090550419901,0,0.5705646339149881,train
144,-1,0.21980897476598077,-0.19320963163412946,0.21980897476598077,0,0.5073608720941428,0,-0.5554229626447897,train
145,-1,0.018052407219401198,-0.5239362590817372,0.018052407219401212,0,0.49964619269831745,0,0.4995094432702328,train
146,-1,0.0017793722868078869,-0.728709228231596,0.001779372286807912,0,0.44417896459940004,0,-0.8032444581997938,train
147,1,0.856374436167286,0.2660428129689285,0.14362556383271396,0,0.7359132549278102,0,-0.48010510594420985,train
148,-1,0.03640796362460383,-0.4484956795637726,0.036407963624603856,0,0.43943996994762524,0,-0.14800479006390058,train
149,1,0.20488046446419744,-0.20607860424911148,0.20488046446419744,0,0.13644788539580147,0,-0.3306063520893608,train
150,1,0.9304135548160246,0.36971953161573456,0.06958644518397539,0,0.30493395110956295,0,-0.6467834235729167,train
151,-1,0.8268370528370818,0.2354349395638808,0.17316294716291825,0,0.5722340236296761,0,0.8679831640230534,train
152,-1,0.33533139197758177,-0.10630963768204431,0.33533139197758177,1,0.7571653130916892,0,0.7839246501031432,train
153,-1,0.011587786495806777,-0.5676319728367643,0.011587786495806773,0,0.7099149231056365,0,0.31952773159691455,train
154,1,0.8960694190827845,0.3148671244191823,0.10393058091721552,0,0.2689861741766764,0,0.49685787200581,train
155,-1,0.36373554774691236,-0.08712287525468217,0.36373554774691236,1,0.44142699348823783,0,-1.0062154592144186,train
156,1,0.9436516830949727,0.3965470389045611,0.056348316905027285,0,0.9146087934672429,0,0.08355007513632205,train
157,1,0.9824597400438893,0.5268569328577732,0.01754025995611075,0,0.12131105622057788,0,0.18916844180947764,train
158,1,0.9429418057279536,0.3949896055058376,0.05705819427204639,0,0.19193256876168197,0,-0.36099225002098834,train
159,1,0.5860642320659224,0.054358051139812284,0.4139357679340776,1,0.3436130348999537,0,0.1589892207889928,train
160,-1,0.3393068456224806,-0.10358890313394091,0.3393068456224806,1,0.13235741114170085,0,1.6173475044887398,train
161,-1,0.33963842502824004,-0.10336253347766719,0.33963842502824004,1,1.4530077051414823,1,-1.1926155177275954,train
162,1,0.9806220948402962,0.5166925564180433,0.019377905159703834,0,1.0559578695973932,0,-1.1985744738154052,train
163,1,0.9999728146386249,1.00899945282958,2.7185361375137163e-05,0,1.1094111452119522,0,0.6998567022437945,train
164,-1,0.6562641261703979,0.10057211460725943,0.34373587382960213,1,0.644401494179672,0,-0.4377688663639293,train
165,1,0.440330910332422,-0.037532573189333146,0.440330910332422,1,0.3925133624880103,0,-0.24247896325629792,train
166,-1,0.6702499890338549,0.11015089110344521,0.3297500109661451,1,0.22287375248635066,0,0.7920258555866329,train
167,-1,0.05691548511892497,-0.39530147122619425,0.05691548511892497,0,0.6767604425924274,0,0.18482272540114283,train
168,1,0.7009655638605601,0.1317949005279603,0.2990344361394399,1,0.1711066322919212,0,0.31130684706837725,train
169,1,0.33300748837952593,-0.1079059090538169,0.33300748837952593,1,0.2641891448392538,0,0.8643429386261701,train
170,1,0.35333334761009355,-0.09408414252401247,0.35333334761009355,1,0.7810343249345351,0,0.9663122951615567,train
171,1,0.9975440905585766,0.7031901762021407,0.002455909441423376,0,0.8460899673835164,0,0.6612328620868994,train
172,-1,0.11461657341222542,-0.3005841469141527,0.11461657341222542,0,0.5906962081480986,0,-0.6296065203250579,train
173,1,0.9344393509570721,0.37742372024352866,0.06556064904292791,0,0.5202423488643747,0,-1.00228826836356,train
174,-1,0.1788973072945122,-0.22989388457655754,0.1788973072945122,0,0.877269479997992,0,1.5702206026386274,train
175,-1,0.03166823510227834,-0.4642055218651067,0.03166823510227834,0,1.4062015881262422,0,-1.6415701110928251,train
176,1,0.3068795844064216,-0.12617869847977908,0.3068795844064216,1,1.4576835379097997,1,-1.0007529026900495,train
177,-1,0.7007549880730485,0.13164329390311907,0.2992450119269515,1,0.8935952730903642,0,-0.17353975578150585,train
178,-1,0.31296427323522236,-0.12186635364238814,0.31296427323522236,1,0.1582535686352944,0,-0.8358572929818724,train
179,1,0.6542164406704211,0.0991823157216736,0.34578355932957894,1,0.7525002118308387,0,0.3531062092948595,train
180,-1,0.24549805823501064,-0.172181339043695,0.24549805823501064,0,0.32066045112478314,0,-0.7623655920125997,train
181,1,0.3461273127707065,-0.0989493057752997,0.3461273127707065,1,0.6670889171728078,0,-0.3825501428106423,train
182,-1,0.2478679236088724,-0.17030359621807123,0.2478679236088724,0,0.332950347271946,0,0.7399213676396103,train
183,1,0.9992197478385757,0.7907975079618589,0.0007802521614242997,0,0.6650214138080863,0,1.5351972907755729,train
184,1,0.7484127275545548,0.16737579812628203,0.2515872724454452,1,1.3443574788634345,1,1.8341612101369673,train
185,1,0.1363749784095411,-0.27418792075103476,0.1363749784095411,0,1.640270194693247,0,-0.504899725710346,train
186,-1,0.05861573030442486,-0.3916251581386647,0.05861573030442485,0,0.43112845511163794,0,0.23352355536423602,train
187,1,0.4563824054763508,-0.027387958685161935,0.4563824054763508,1,0.19789963415458098,0,0.041799139378026456,train
188,-1,0.0010650411553924488,-0.7678672676233859,0.0010650411553924655,0,0.15336096789100387,0,-1.0675810484868429,train
189,1,0.48132375841946845,-0.011707876994934498,0.48132375841946845,1,0.9690054746182937,0,-1.4457900824752168,train
190,1,0.9900551700924867,0.5821057204090127,0.00994482990751333,0,1.2762141885290754,0,-1.9206437968664651,train
191,1,0.9861146630725953,0.5501277024167333,0.013885336927404679,0,1.6875732110971804,0,-1.1857367514280144,train
192,1,0.7379120587336017,0.15923041144815903,0.26208794126639834,1,1.0338604278116368,1,-1.6362150673262696,train
193,1,0.9887884908284506,0.5707811990185754,0.01121150917154945,0,1.4375662060344119,0,-2.5409912127028047,train
194,-1,0.27532821089790116,-0.14919419532941272,0.27532821089790116,1,2.2479490429059195,1,2.593540488371876,train
195,1,0.5397691325836721,0.02496302816302538,0.4602308674163279,1,2.312120786657752,1,3.8376999433567622,train
196,1,0.1272096498490231,-0.2849202055888384,0.1272096498490231,0,3.4326417671844567,0,2.8421927084903897,train
197,-1,0.25176571473695936,-0.1672359105011731,0.25176571473695936,1,2.537435245548705,1,-2.142040428310124,train
198,1,0.9998275693596276,0.8947595085714227,0.00017243064037242295,0,1.9045925381812738,0,-2.9679351037136197,train
199,1,0.9017966932829466,0.32296429182126146,0.09820330671705335,0,2.6499968076725673,0,-0.8977630462614896,train
200,-1,0.04587673219799723,-0.4215549593388839,0.04587673219799726,0,0.8099977559065198,0,1.3985923518564594,train
201,1,0.9981801677532337,0.726953133939359,0.0018198322467662953,0,1.2405359019427715,0,2.4151666478176494,train
202,-1,0.032088425299880555,-0.462737319292579,0.03208842529988054,0,2.1577781922587067,0,-2.005995315565748,train
203,-1,0.004897043212456725,-0.6457539264779188,0.004897043212456709,0,1.7990544514506657,0,2.5523060854142416,train
204,1,0.9717863495751171,0.4769302213460316,0.028213650424882886,0,2.268089915733038,0,2.313678068745982,train
205,1,0.9999999962693491,1.4450493543375176,3.730650899314014e-09,0,2.0761419571905293,0,1.9417145542320497,train
206,-1,0.315479833151097,-0.1200941372837869,0.315479833151097,1,1.737930602246111,1,-1.4298451850641922,train
207,-1,0.10834012896757128,-0.3088509508907778,0.10834012896757128,0,1.289871134743821,0,1.1470956598787767,train
208,-1,0.1761809156304675,-0.23250446794216298,0.1761809156304675,0,1.0229927009841924,0,-0.7593312922624347,train
209,1,0.7086504918959886,0.13736164467231862,0.2913495081040114,1,0.6757926698205539,0,1.5159686480522194,train
210,-1,0.03437867259483396,-0.45500272466380176,0.03437867259483396,0,1.3534698470399087,0,-0.19622744792451233,train
211,1,0.8147546346514527,0.2238886320687642,0.1852453653485473,0,0.19965698227248116,0,-0.6568924970112945,train
212,1,0.7922284656454432,0.2035444642357173,0.20777153435455675,0,0.5683825258227334,0,-1.852712363835589,train
213,1,0.9337725996708164,0.37612293298016425,0.06622740032918362,0,1.6688436180526598,0,-0.936279440265444,train
214,1,0.9580473204481661,0.4321155963735956,0.041952679551833905,0,0.8187676997188946,0,-0.039840493494456716,train
215,-1,0.4830114411724799,-0.010649220090605998,0.4830114411724799,1,0.016328666995704757,0,-1.1236709741557904,train
216,1,0.9260566430574615,0.3617591135703815,0.07394335694253851,0,0.9937059762291285,0,-3.2695608584829143,train
217,1,0.6719960027171343,0.1113578603963582,0.32800399728286567,1,2.9339935881919836,1,-2.8593520316034913,train
218,-1,0.006989384790763766,-0.6144521223415979,0.006989384790763775,0,2.5440344889982396,0,1.4164191244435622,train
219,1,0.9914305367019517,0.5959284449087854,0.008569463298048308,0,1.261005286592447,0,1.2082754906033826,train
220,1,0.9874628768564175,0.5600642377084384,0.012537123143582463,0,1.066993997319217,0,1.9031535284407506,train
221,1,0.8076192404006921,0.21728913299437672,0.1923807595993079,0,1.7072464685871465,0,2.5086903964693863,train
222,-1,0.879639752659811,0.29329695539153144,0.12036024734018902,0,2.2352550946687555,0,-2.426060383557462,train
223,1,0.9622577911817476,0.44437742299044536,0.03774220881825241,0,2.1464127753670263,0,-3.5577862562172786,train
224,-1,0.14233063495452997,-0.26747669559413195,0.14233063495452997,0,3.149989226495174,0,2.763424768517329,train
225,-1,0.437956862141154,-0.03903783718961191,0.437956862141154,1,2.456626275656704,1,-1.4868480804425153,train
226,1,0.94608650702523,0.40200935226432555,0.053913492974769994,0,1.3388121086430504,0,-2.169055687029908,train
227,-1,0.18422938600933492,-0.22484101689081645,0.18422938600933492,0,1.9292084954640352,0,3.2013058371349357,train
228,1,0.45369501814284463,-0.029082807306070765,0.45369501814284463,1,2.844400504210182,1,2.4683118479515502,train
229,1,0.6601189712896586,0.10319696133435376,0.3398810287103414,1,2.1923113521970725,1,3.128760962254142,train
230,1,0.9623111299005289,0.4445397566976356,0.03768887009947108,0,2.79463626138479,0,2.111002372288716,train
231,-1,0.8392106715461267,0.24780474895749546,0.16078932845387328,0,1.8812297526182375,0,-2.660436527037685,train
232,-1,0.12067569888416135,-0.2929039150959315,0.12067569888416135,0,2.3742179451081156,0,2.456976791126599,train
233,1,0.9316318864126074,0.37201390395672823,0.06836811358739259,0,2.1989717626001406,0,1.9630430954308462,train
234,-1,0.30721237052767714,-0.12594188477361737,0.30721237052767714,1,1.7467367780977918,1,-2.0901863076857645,train
235,-1,0.0066359538900375575,-0.6190971215358434,0.006635953890037571,0,1.8527190949762242,0,1.310026174090802,train
236,-1,0.2568043989841995,-0.16330719534361707,0.2568043989841995,1,1.1514305200679398,1,-1.9744228017312704,train
237,1,0.8393866357418767,0.24798503410162462,0.16061336425812334,0,1.775947324956676,0,-0.8094519822651076,train
238,-1,0.34591169085137424,-0.0990954529467365,0.34591169085137424,1,0.7437056432589076,0,-0.4033673266233016,train
239,-1,0.6946462386452823,0.1272659436185821,0.3053537613547177,1,0.383133303608941,0,1.3508763662415821,train
240,-1,0.04586830777809428,-0.42157683820705255,0.04586830777809425,0,1.2064812113067231,0,-0.5375929062558497,train
241,-1,0.810519855418653,0.21995340311964473,0.189480144581347,0,0.48322644111228263,0,0.06350000544135717,train
242,-1,0.09561878641933724,-0.3267317002350281,0.09561878641933724,0,0.08606554564261969,0,-0.25294942098220136,train
243,-1,0.677089832347803,0.11489408839246625,0.32291016765219704,1,0.22603425497529953,0,-0.9620738658543784,train
244,-1,0.2115334404886865,-0.20027796924896513,0.2115334404886865,0,0.8537696022985808,0,1.9326380662054414,train
245,-1,0.3764956126610964,-0.07867441361095502,0.3764956126610964,1,1.7281015028152962,1,-1.2996712299982047,train
246,-1,0.0005146086965119764,-0.8206039352662153,0.0005146086965119867,0,1.165303119428565,0,1.1549517031539898,train
247,-1,0.368950190556439,-0.08365876931870361,0.368950190556439,1,1.0183505599056462,1,-1.2291788669157577,train
