bloque,MISE,RMSE_f,MISE_truncamiento,energy,Cob95_puntual,ancho_medio,n
train,2.5675608753997556,1.6023610315405687,0.2154160351771933,7.992281152901159,0.9191875746714456,4.961123765356335,279
test,3.230493609483242,1.797357396146699,0.26954010399078165,8.87144852228215,0.9092222222222223,5.165560194980227,120
