bloque,modelo,FPC1
test,FAR1,1.1059928775705141
test,GBT,1.259990457324893
test,RF,1.1970465928012344
test,VAR,1.106797001947686
test,media,1.1080084059399484
test,persistencia,1.485742901864993
train,FAR1,0.998890781625833
train,GBT,0.7778270044770821
train,RF,0.8804319746798855
train,VAR,0.9988812479852843
train,media,0.9990955762344894
train,persistencia,1.4001991550990105
