lectura,norma2,carga_fpc1,carga_fpc2,fraccion_explicada
a=0.25,2.8560894375214003,-0.9762952816646955,-0.8929793805025859,0.6129236108665845
a=0.5,2.8209512790519042,-1.2340057135650726,-0.09401667531180062,0.5429406908660572
b=0.75,2.856089437521401,-0.9708812763759336,0.9653763238140711,0.6563386547953949
b=0.5,2.8209512790519042,-1.2340057135650726,-0.09401667531180062,0.5429406908660572
